	offset_z	hours	group	Sample_Number_Label	cyd1_mean_intensity	perc_intensity_change
259	25	4.166666666666667	KO	3_1	1984.48371978	29.225334394275837
260	26	4.333333333333333	KO	3_1	2032.30431566	32.33930929461495
261	27	4.5	KO	3_1	2011.33865506	30.974070328516383
262	28	4.666666666666667	KO	3_1	2020.20615764	31.551503126135717
263	29	4.833333333333333	KO	3_1	2056.4070529	33.90882798031204
264	30	5.0	KO	3_1	2022.17243047	31.679542606346384
265	31	5.166666666666667	KO	3_1	1970.06099904	28.286157674444457
266	32	5.333333333333333	KO	3_1	1946.02251935	26.720823302936168
267	33	5.5	KO	3_1	1938.36408567	26.222122485504357
268	34	5.666666666666667	KO	3_1	1927.79649442	25.53398355072154
269	35	5.833333333333333	KO	3_1	1952.88033997	27.167389910665108
270	36	6.0	KO	3_1	1944.86373874	26.645365988610877
271	37	6.166666666666667	KO	3_1	1941.05776666	26.39752922893829
272	38	6.333333333333333	KO	3_1	1943.39087435	26.549456210456455
273	39	6.5	KO	3_1	1973.95226073	28.539548311058816
274	40	6.666666666666667	KO	3_1	1994.21008403	29.85869442646905
275	41	6.833333333333333	KO	3_1	1987.60235131	29.42841300777106
276	42	7.0	KO	3_1	1990.32696293	29.605833887660204
277	43	7.166666666666667	KO	3_1	1976.79221666	28.724480165657212
278	44	7.333333333333333	KO	3_1	1974.62562472	28.58339633354924
279	45	7.5	KO	3_1	1901.17108168	23.800193633264545
280	46	7.666666666666667	KO	3_1	1938.1694389000002	26.209447504252925
281	47	7.833333333333333	KO	3_1	1960.8372092999998	27.685524219176727
282	48	8.0	KO	3_1	1973.4278813	28.505401844390526
283	49	8.166666666666666	KO	3_1	1973.02170901	28.478952773796607
284	50	8.333333333333334	KO	3_1	1911.27258567	24.457981962784103
285	51	8.5	KO	3_1	1856.10743437	20.865745325819603
286	52	8.666666666666666	KO	3_1	1903.69112221	23.964293281415085
287	53	8.833333333333334	KO	3_1	1850.35478977	20.491145416192314
288	54	9.0	KO	3_1	1847.42158771	20.300141573091246
289	55	9.166666666666666	KO	3_1	1843.65031474	20.054564345229505
290	56	9.333333333333334	KO	3_1	1796.84432945	17.006658715938496
291	57	9.5	KO	3_1	1779.61450464	15.884689384351397
292	58	9.666666666666666	KO	3_1	1798.95063318	17.143816708786805
293	59	9.833333333333334	KO	3_1	1801.49487179	17.309492084139595
294	60	10.0	KO	3_1	1766.31552331	15.018688170865499
295	61	10.166666666666666	KO	3_1	1746.65281837	13.738294889912225
296	62	10.333333333333334	KO	3_1	1754.91705361	14.276444208930252
297	63	10.5	KO	3_1	1756.86346317	14.403190235492309
298	64	10.666666666666666	KO	3_1	1810.71202114	17.909693131416407
299	65	10.833333333333334	KO	3_1	1790.08406984	16.566445072466927
300	66	11.0	KO	3_1	1763.85522959	14.858479107164849
301	67	11.166666666666666	KO	3_1	1769.83392778	15.24779914297289
302	68	11.333333333333334	KO	3_1	1805.94176883	17.59906450606636
303	69	11.5	KO	3_1	1805.30848953	17.557826712834913
304	70	11.666666666666666	KO	3_1	1784.54549451	16.205784895740216
305	71	11.833333333333334	KO	3_1	1780.62377503	15.95041091299989
306	72	12.0	KO	3_1	1821.97373605	18.643031913988583
394	-5	-0.8333333333333334	KO	3_2	1643.0342650999999	-7.771902169794423
395	-4	-0.6666666666666666	KO	3_2	1705.83479842	-4.246733003298958
396	-3	-0.5	KO	3_2	1702.25876923	-4.4474654998661585
397	-2	-0.3333333333333333	KO	3_2	1725.5944645	-3.137567811173451
398	-1	-0.16666666666666666	KO	3_2	1761.71562867	-1.1099860780506101
399	0	0.0	KO	3_2	1781.48991875	0.0
400	1	0.16666666666666666	KO	3_2	1880.88182973	5.579145294840581
401	2	0.3333333333333333	KO	3_2	1848.99940173	3.7894956502121957
402	3	0.5	KO	3_2	1932.71336207	8.488593829714585
403	4	0.6666666666666666	KO	3_2	1970.59849906	10.615192279206939
404	5	0.8333333333333334	KO	3_2	1942.01240035	9.010574795316954
405	6	1.0	KO	3_2	1900.69545583	6.6913394134524005
406	7	1.1666666666666667	KO	3_2	1918.17721165	7.672639146670438
407	8	1.3333333333333333	KO	3_2	1965.7421219999999	10.34259028416407
408	9	1.5	KO	3_2	1935.90980506	8.668019093722982
409	10	1.6666666666666667	KO	3_2	1956.00057703	9.795770183333232
410	11	1.8333333333333333	KO	3_2	1961.38506418	10.098016471304264
411	12	2.0	KO	3_2	1958.32610633	9.926308631826485
412	13	2.1666666666666665	KO	3_2	1966.10518855	10.362970222673907
413	14	2.3333333333333335	KO	3_2	1949.31158379	9.420298328589684
414	15	2.5	KO	3_2	1920.78555305	7.8190526274624235
415	16	2.6666666666666665	KO	3_2	1941.59894239	8.98736624635755
416	17	2.8333333333333335	KO	3_2	1939.34012108	8.860572303477145
417	18	3.0	KO	3_2	1952.87059787	9.620075719555624
418	19	3.1666666666666665	KO	3_2	1956.10077519	9.801394585635228
419	20	3.3333333333333335	KO	3_2	1945.54202737	9.208702608606883
420	21	3.5	KO	3_2	1900.83722849	6.6992975084440065
421	22	3.6666666666666665	KO	3_2	1904.22536349	6.889482979848609
422	23	3.8333333333333335	KO	3_2	1901.64628361	6.74471202982214
423	24	4.0	KO	3_2	1896.7497420000002	6.469855486517339
424	25	4.166666666666667	KO	3_2	1909.07012987	7.161433235025994
425	26	4.333333333333333	KO	3_2	1937.58161102	8.76186222706909
426	27	4.5	KO	3_2	2004.83323782	12.536883690406233
427	28	4.666666666666667	KO	3_2	1983.45438997	11.336829307555686
428	29	4.833333333333333	KO	3_2	1922.58659517	7.920150147074752
429	30	5.0	KO	3_2	1883.02005731	5.699169975165489
430	31	5.166666666666667	KO	3_2	1865.47347741	4.714231485459535
431	32	5.333333333333333	KO	3_2	1915.94423417	7.547295890079539
432	33	5.5	KO	3_2	1893.23882114	6.272777702183671
433	34	5.666666666666667	KO	3_2	1944.58199195	9.15481314171203
434	35	5.833333333333333	KO	3_2	1910.77569392	7.257171304158416
435	36	6.0	KO	3_2	1973.92398866	10.801861289511159
436	37	6.166666666666667	KO	3_2	1959.63238189	9.999633523887434
437	38	6.333333333333333	KO	3_2	1950.54904728	9.489760607156395
438	39	6.5	KO	3_2	1969.72688779	10.566266306579966
439	40	6.666666666666667	KO	3_2	2007.75909317	12.701120115165395
440	41	6.833333333333333	KO	3_2	1957.01556237	9.852744142563505
441	42	7.0	KO	3_2	1925.46029579	8.08145898131257
442	43	7.166666666666667	KO	3_2	2001.90978664	12.372782218417477
443	44	7.333333333333333	KO	3_2	2085.89658422	17.08719551349412
444	45	7.5	KO	3_2	2130.74078535	19.60442565092118
445	46	7.666666666666667	KO	3_2	2166.38158854	21.605043381893676
446	47	7.833333333333333	KO	3_2	2178.82640232	22.303605503914106
447	48	8.0	KO	3_2	2202.24739649	23.618291257871874
448	49	8.166666666666666	KO	3_2	2286.2551817	28.333882647181824
449	50	8.333333333333334	KO	3_2	2238.64283878	25.661268987183828
450	51	8.5	KO	3_2	2256.89016736	26.685542455585104
451	52	8.666666666666666	KO	3_2	2293.35011927	28.73214128986774
452	53	8.833333333333334	KO	3_2	2366.89517519	32.8604304901571
453	54	9.0	KO	3_2	2296.35640437	28.90089246091614
454	55	9.166666666666666	KO	3_2	2301.21223435	29.173463746832105
455	56	9.333333333333334	KO	3_2	2272.95789749	27.587468981291984
456	57	9.5	KO	3_2	2292.51188921	28.685089097701074
457	58	9.666666666666666	KO	3_2	2299.16042781	29.058290120621532
458	59	9.833333333333334	KO	3_2	2296.18908228	28.891500205128516
459	60	10.0	KO	3_2	2277.62094892	27.84921906928978
460	61	10.166666666666666	KO	3_2	2294.90791849	28.819584906786616
461	62	10.333333333333334	KO	3_2	2327.05609882	30.624151971222034
462	63	10.5	KO	3_2	2311.22687439	29.735613435954498
463	64	10.666666666666666	KO	3_2	2289.93050928	28.540189039450325
464	65	10.833333333333334	KO	3_2	2326.36167693	30.585172132902933
465	66	11.0	KO	3_2	2325.5925671	30.541999852111147
466	67	11.166666666666666	KO	3_2	2307.57762822	29.53077106600382
467	68	11.333333333333334	KO	3_2	2269.99383843	27.42108807569135
468	69	11.5	KO	3_2	2274.85753114	27.694100718581456
469	70	11.666666666666666	KO	3_2	2247.20978865	26.142155787599236
470	71	11.833333333333334	KO	3_2	2275.61743341	27.73675615333875
471	72	12.0	KO	3_2	2278.21487603	27.882557855198648
643	-5	-0.8333333333333334	KO	5_2	1867.88692728	-5.724036614562977
644	-4	-0.6666666666666666	KO	5_2	1916.36271186	-3.277367479831492
645	-3	-0.5	KO	5_2	1997.9991442000003	0.8429854140189588
646	-2	-0.3333333333333333	KO	5_2	1965.94946279	-0.7746256667138564
647	-1	-0.16666666666666666	KO	5_2	2005.54982415	1.2240832289375037
648	0	0.0	KO	5_2	1981.29709865	0.0
649	1	0.16666666666666666	KO	5_2	2033.61564371	2.6406208889948166
650	2	0.3333333333333333	KO	5_2	2091.15466352	5.5447295080002945
651	3	0.5	KO	5_2	2132.97696585	7.6555841778272615
652	4	0.6666666666666666	KO	5_2	2180.84351145	10.07150381111269
653	5	0.8333333333333334	KO	5_2	2193.95933105	10.733485278149454
654	6	1.0	KO	5_2	2217.06382161	11.899614808937283
655	7	1.1666666666666667	KO	5_2	2193.41153435	10.705836890617194
656	8	1.3333333333333333	KO	5_2	2191.72604167	10.620766727179912
657	9	1.5	KO	5_2	2169.07845745	9.477698166920492
658	10	1.6666666666666667	KO	5_2	2156.44030095	8.839825305318312
659	11	1.8333333333333333	KO	5_2	2148.09225548	8.41848286880597
660	12	2.0	KO	5_2	2205.09358857	11.295453371051153
661	13	2.1666666666666665	KO	5_2	2206.08485026	11.3454843174789
662	14	2.3333333333333335	KO	5_2	2212.86259323	11.687570467739663
663	15	2.5	KO	5_2	2157.98387993	8.917732802434804
664	16	2.6666666666666665	KO	5_2	2137.66558354	7.892228025597237
665	17	2.8333333333333335	KO	5_2	2188.04357419	10.434905279015013
666	18	3.0	KO	5_2	2220.98730684	12.097640901675897
667	19	3.1666666666666665	KO	5_2	2243.45172124	13.231464517291473
668	20	3.3333333333333335	KO	5_2	2272.97744565	14.721686474923057
669	21	3.5	KO	5_2	2325.85483015	17.390513100472006
670	22	3.6666666666666665	KO	5_2	2377.83159379	20.01388360232232
671	23	3.8333333333333335	KO	5_2	2355.92322352	18.908124638412882
672	24	4.0	KO	5_2	2387.05154105	20.479232654025985
673	25	4.166666666666667	KO	5_2	2398.69521605	21.06691205899425
674	26	4.333333333333333	KO	5_2	2427.71990858	22.53184594244749
675	27	4.5	KO	5_2	2450.15396459	23.664137309819218
676	28	4.666666666666667	KO	5_2	2486.34378921	25.49070964188686
677	29	4.833333333333333	KO	5_2	2480.40322581	25.19087760740562
678	30	5.0	KO	5_2	2490.95259042	25.723324993372522
679	31	5.166666666666667	KO	5_2	2509.09669755	26.63909411968694
680	32	5.333333333333333	KO	5_2	2534.14824417	27.903495437241453
681	33	5.5	KO	5_2	2575.38386015	29.98473888165456
682	34	5.666666666666667	KO	5_2	2645.64172557	33.5307929019159
683	35	5.833333333333333	KO	5_2	2691.55339806	35.848046206394216
684	36	6.0	KO	5_2	2661.46252418	34.329300032460836
685	37	6.166666666666667	KO	5_2	2700.39042227	36.294068371168045
686	38	6.333333333333333	KO	5_2	2706.52605749	36.60374606787394
687	39	6.5	KO	5_2	2714.09510358	36.98577085835879
688	40	6.666666666666667	KO	5_2	2683.97967389	35.465785303919745
689	41	6.833333333333333	KO	5_2	2712.93098091	36.927015274918375
690	42	7.0	KO	5_2	2727.73495546	37.67420127544737
691	43	7.166666666666667	KO	5_2	2686.22333618	35.57902739626061
692	44	7.333333333333333	KO	5_2	2725.83254003	37.57818258994603
693	45	7.5	KO	5_2	2738.01495163	38.19305310120355
694	46	7.666666666666667	KO	5_2	2737.2031355	38.15207912861999
695	47	7.833333333333333	KO	5_2	2788.10993843	40.72144658818406
696	48	8.0	KO	5_2	2820.21317312	42.341760609330834
697	49	8.166666666666666	KO	5_2	2760.19588531	39.312568881805745
698	50	8.333333333333334	KO	5_2	2794.1838674	41.028009847885926
699	51	8.5	KO	5_2	2846.48819073	43.66791293791915
700	52	8.666666666666666	KO	5_2	2874.37454792	45.075392775698205
701	53	8.833333333333334	KO	5_2	2903.92593442	46.56690994998445
702	54	9.0	KO	5_2	2863.08674643	44.5056750136477
703	55	9.166666666666666	KO	5_2	2869.15501166	44.81195241314195
704	56	9.333333333333334	KO	5_2	2877.47199816	45.231727241746256
705	57	9.5	KO	5_2	2889.63286472	45.84551033204028
706	58	9.666666666666666	KO	5_2	2879.11304348	45.314554058639004
707	59	9.833333333333334	KO	5_2	2903.96902756	46.56908494635574
708	60	10.0	KO	5_2	2934.01102688	48.085364324166854
709	61	10.166666666666666	KO	5_2	2884.6735062	45.59520165681034
710	62	10.333333333333334	KO	5_2	2891.6929186	45.94948534322885
711	63	10.5	KO	5_2	2900.6389581	46.401009726224984
712	64	10.666666666666666	KO	5_2	2879.35536635	45.326784575211455
713	65	10.833333333333334	KO	5_2	2864.75851254	44.590052369832165
714	66	11.0	KO	5_2	2894.95533938	46.11414620011008
715	67	11.166666666666666	KO	5_2	3346.37961951	68.89842627792312
716	68	11.333333333333334	KO	5_2	3404.71684187	71.84282176508904
717	69	11.5	KO	5_2	3247.39695162	63.90257442120543
718	70	11.666666666666666	KO	5_2	3181.30439684	60.56675190246084
719	71	11.833333333333334	KO	5_2	3190.77973672	61.044991126979774
720	72	12.0	KO	5_2	3279.81803163	65.53893072698564
881	-5	-0.8333333333333334	KO	7_1	3597.15912117	3.980613378174143
882	-4	-0.6666666666666666	KO	7_1	3586.53605924	3.673539807551432
883	-3	-0.5	KO	7_1	3483.72791195	0.7017351541028818
884	-2	-0.3333333333333333	KO	7_1	3497.07409733	1.0875241879835522
885	-1	-0.16666666666666666	KO	7_1	3448.60315534	-0.313592112231378
886	0	0.0	KO	7_1	3459.45172307	0.0
887	1	0.16666666666666666	KO	7_1	3406.22429022	-1.5386089216115582
888	2	0.3333333333333333	KO	7_1	3383.40847411	-2.198130080928466
889	3	0.5	KO	7_1	3312.60380526	-4.244832116913698
890	4	0.6666666666666666	KO	7_1	3236.65689742	-6.440177331114379
891	5	0.8333333333333334	KO	7_1	3313.1931417	-4.227796572348361
892	6	1.0	KO	7_1	3317.11430899	-4.11445007689502
893	7	1.1666666666666667	KO	7_1	3344.9431448000005	-3.310020992817374
894	8	1.3333333333333333	KO	7_1	3459.09697326	-0.010254509627464593
895	9	1.5	KO	7_1	3615.04701734	4.4976865331689355
896	10	1.6666666666666667	KO	7_1	3582.612	3.560109716481456
897	11	1.8333333333333333	KO	7_1	3545.90683012	2.499098526898298
898	12	2.0	KO	7_1	3542.56739496	2.402567763432794
899	13	2.1666666666666665	KO	7_1	3513.25892011	1.555367767706564
900	14	2.3333333333333335	KO	7_1	3576.73038098	3.3900937864779435
901	15	2.5	KO	7_1	3609.36250399	4.333368201680397
902	16	2.6666666666666665	KO	7_1	3659.73988439	5.7895926104226625
903	17	2.8333333333333335	KO	7_1	3709.09702502	7.216325647361796
904	18	3.0	KO	7_1	3656.67892504	5.701111556341542
905	19	3.1666666666666665	KO	7_1	3674.85511551	6.226518237081971
906	20	3.3333333333333335	KO	7_1	3649.35849624	5.4895049381256396
907	21	3.5	KO	7_1	3686.63068348	6.5669065099251025
908	22	3.6666666666666665	KO	7_1	3643.390625	5.316995774312132
909	23	3.8333333333333335	KO	7_1	3601.52186589	4.106724249758386
910	24	4.0	KO	7_1	3570.87938596	3.2209630834540635
911	25	4.166666666666667	KO	7_1	3585.90622495	3.6553336193916075
912	26	4.333333333333333	KO	7_1	3662.68974844	5.874862308806611
913	27	4.5	KO	7_1	3688.58156585	6.6232993295441895
914	28	4.666666666666667	KO	7_1	3667.47858811	6.01329001508344
915	29	4.833333333333333	KO	7_1	3688.80697734	6.629815144998312
916	30	5.0	KO	7_1	3733.91139565	7.933617652465406
917	31	5.166666666666667	KO	7_1	3811.26450116	10.16961085896562
918	32	5.333333333333333	KO	7_1	3795.0870653000006	9.7019808078764
919	33	5.5	KO	7_1	3834.94901565	10.85424288698485
920	34	5.666666666666667	KO	7_1	3864.98533586	11.72248220969882
921	35	5.833333333333333	KO	7_1	3951.33151635	14.21843207118076
922	36	6.0	KO	7_1	4035.04887781	16.638392462641487
923	37	6.166666666666667	KO	7_1	4051.28938185	17.107845582385796
924	38	6.333333333333333	KO	7_1	4070.90942294	17.674988663445713
925	39	6.5	KO	7_1	4070.90807799	17.67494978589784
926	40	6.666666666666667	KO	7_1	4078.01942006	17.880512477308642
927	41	6.833333333333333	KO	7_1	4077.83750969	17.875254118916562
928	42	7.0	KO	7_1	4091.04532722	18.25704344818864
929	43	7.166666666666667	KO	7_1	4090.22936488	18.233456984051596
930	44	7.333333333333333	KO	7_1	4091.65281534	18.274603690927353
931	45	7.5	KO	7_1	4094.72428272	18.363388493429934
932	46	7.666666666666667	KO	7_1	4092.38163663	18.295671228454747
933	47	7.833333333333333	KO	7_1	4094.92095328	18.369073514518355
934	48	8.0	KO	7_1	4086.57364167	18.127783498694914
935	49	8.166666666666666	KO	7_1	4085.94259952	18.10954239575389
936	50	8.333333333333334	KO	7_1	4094.21758242	18.348741655128336
937	51	8.5	KO	7_1	4094.25860155	18.349927367006515
938	52	8.666666666666666	KO	7_1	4095.66977523	18.39071919741679
939	53	8.833333333333334	KO	7_1	4095.32435543	18.380734383994
940	54	9.0	KO	7_1	4096.35443657	18.41051023353485
941	55	9.166666666666666	KO	7_1	4095.33786635	18.381124934898626
942	56	9.333333333333334	KO	7_1	4095.33955857	18.3811738507424
943	57	9.5	KO	7_1	4093.4247181999995	18.325822872515673
944	58	9.666666666666666	KO	7_1	4093.11872428	18.31697771598527
945	59	9.833333333333334	KO	7_1	4092.61322205	18.302365509472047
946	60	10.0	KO	7_1	4093.16101499	18.318200184555003
947	61	10.166666666666666	KO	7_1	4092.32668501	18.294082779636877
948	62	10.333333333333334	KO	7_1	4091.13777876	18.25971588149312
949	63	10.5	KO	7_1	4092.30723656	18.29352059662186
950	64	10.666666666666666	KO	7_1	4091.39899211	18.267266596777226
951	65	10.833333333333334	KO	7_1	4091.68022222	18.27539592282402
952	66	11.0	KO	7_1	4091.8176357	18.279368040113127
953	67	11.166666666666666	KO	7_1	4092.55923093	18.300804825169394
954	68	11.333333333333334	KO	7_1	4093.92837289	18.34038167345635
955	69	11.5	KO	7_1	4093.87155761	18.338739353096123
956	70	11.666666666666666	KO	7_1	4092.75365079	18.306424786815434
957	71	11.833333333333334	KO	7_1	4093.20058626	18.319344044136457
958	72	12.0	KO	7_1	4093.28126932	18.32167629405519
1104	-5	-0.8333333333333334	KO	7_2	3704.01565593	-1.9691367304805882
1105	-4	-0.6666666666666666	KO	7_2	3697.25869565	-2.1479671434314036
1106	-3	-0.5	KO	7_2	3700.27446344	-2.068151519703999
1107	-2	-0.3333333333333333	KO	7_2	3687.33147181	-2.410702081213571
1108	-1	-0.16666666666666666	KO	7_2	3734.7911143	-1.1546302510880786
1109	0	0.0	KO	7_2	3778.41787004	0.0
1110	1	0.16666666666666666	KO	7_2	3736.35571302	-1.1132214187721472
1111	2	0.3333333333333333	KO	7_2	3777.21080984	-0.03194618069036151
1112	3	0.5	KO	7_2	3835.804033	1.5187881524441493
1113	4	0.6666666666666666	KO	7_2	3879.32632356	2.6706536172223894
1114	5	0.8333333333333334	KO	7_2	3962.43149171	4.870123633732767
1115	6	1.0	KO	7_2	3941.14686439	4.306802475192541
1116	7	1.1666666666666667	KO	7_2	3899.41749503	3.202388649213092
1117	8	1.3333333333333333	KO	7_2	3857.43992144	2.0914058242891933
1118	9	1.5	KO	7_2	3873.91369839	2.5274025169955343
1119	10	1.6666666666666667	KO	7_2	3881.87916153	2.7382172922262056
1120	11	1.8333333333333333	KO	7_2	3887.79811551	2.894868943355976
1121	12	2.0	KO	7_2	3893.26059764	3.0394395630672912
1122	13	2.1666666666666665	KO	7_2	3925.92711474	3.9039949993259637
1123	14	2.3333333333333335	KO	7_2	3927.33129798	3.9411582588779033
1124	15	2.5	KO	7_2	3974.46938065	5.188719653390923
1125	16	2.6666666666666665	KO	7_2	3964.46577458	4.923963175571966
1126	17	2.8333333333333335	KO	7_2	3911.58811614	3.524497572275938
1127	18	3.0	KO	7_2	3879.43335566	2.6734863399037114
1128	19	3.1666666666666665	KO	7_2	3886.92305157	2.8717094101836764
1129	20	3.3333333333333335	KO	7_2	3911.11786249	3.512051790306488
1130	21	3.5	KO	7_2	3917.286639	3.675315270476688
1131	22	3.6666666666666665	KO	7_2	3937.37548701	4.206988809533593
1132	23	3.8333333333333335	KO	7_2	3933.93355209	4.115894202256507
