	offset_z	hours	group	Sample_Number_Label	cyd1_mean_intensity	perc_intensity_change
2160	56	9.333333333333334	KO	10_4	1431.31476636	-13.005295198013386
2161	57	9.5	KO	10_4	1371.03101978	-16.669315762422087
2162	58	9.666666666666666	KO	10_4	1406.77058824	-14.497079940503587
2163	59	9.833333333333334	KO	10_4	1390.95009311	-15.458642928605581
2164	60	10.0	KO	10_4	1413.84419263	-14.067149263997662
2165	61	10.166666666666666	KO	10_4	1435.78052326	-12.733868386550428
2166	62	10.333333333333334	KO	10_4	1373.55112334	-16.516144936252118
2167	63	10.5	KO	10_4	1343.79617072	-18.324638344139547
2168	64	10.666666666666666	KO	10_4	1346.04229249	-18.188120015031977
2169	65	10.833333333333334	KO	10_4	1346.61325589	-18.153417101596624
2170	66	11.0	KO	10_4	1371.30294431	-16.652788304750477
2171	67	11.166666666666666	KO	10_4	1358.68546556	-17.419673314952
2172	68	11.333333333333334	KO	10_4	1334.86379675	-18.867544247833454
2173	69	11.5	KO	10_4	1373.01783543	-16.548557949374935
2174	70	11.666666666666666	KO	10_4	1338.88795063	-18.62295788074198
2175	71	11.833333333333334	KO	10_4	1339.42454728	-18.590343763804437
2176	72	12.0	KO	10_4	1324.08036658	-19.522956562748423
2219	-5	-0.8333333333333334	KO	11_1	2465.46609025	7.863965558848597
2220	-4	-0.6666666666666666	KO	11_1	2432.54080941	6.423486871031368
2221	-3	-0.5	KO	11_1	2400.73229745	5.031866742042386
2222	-2	-0.3333333333333333	KO	11_1	2346.88649706	2.676116816410003
2223	-1	-0.16666666666666666	KO	11_1	2371.79332616	3.765788812649118
2224	0	0.0	KO	11_1	2285.71801294	0.0
2225	1	0.16666666666666666	KO	11_1	2223.30526966	-2.7305530658929285
2226	2	0.3333333333333333	KO	11_1	2153.71565114	-5.7750939115281446
2227	3	0.5	KO	11_1	2164.84641776	-5.288123665986652
2228	4	0.6666666666666666	KO	11_1	2143.16583541	-6.236647597077929
2229	5	0.8333333333333334	KO	11_1	2085.47381757	-8.760669261753609
2230	6	1.0	KO	11_1	2068.23475745	-9.514876912146418
2231	7	1.1666666666666667	KO	11_1	1998.40118997	-12.570090507378001
2232	8	1.3333333333333333	KO	11_1	2001.49948528	-12.434540308601951
2233	9	1.5	KO	11_1	1986.0094123	-13.112229896394807
2234	10	1.6666666666666667	KO	11_1	1998.01694473	-12.586901209215437
2235	11	1.8333333333333333	KO	11_1	2011.17843233	-12.011087065673244
2236	12	2.0	KO	11_1	2007.75802139	-12.160729800281636
2237	13	2.1666666666666665	KO	11_1	1993.67675888	-12.776784030518373
2238	14	2.3333333333333335	KO	11_1	2019.60817405	-11.642286466812097
2239	15	2.5	KO	11_1	2012.45087092	-11.955417968138189
2240	16	2.6666666666666665	KO	11_1	1981.74741913	-13.29869179352611
2241	17	2.8333333333333335	KO	11_1	1946.80350573	-14.827485511831432
2242	18	3.0	KO	11_1	1982.88685345	-13.248841623314853
2243	19	3.1666666666666665	KO	11_1	1989.22566372	-12.9715191262214
2244	20	3.3333333333333335	KO	11_1	1955.5631752999998	-14.444250593070276
2245	21	3.5	KO	11_1	1960.17436831	-14.24251122785133
2246	22	3.6666666666666665	KO	11_1	1833.83343835	-19.769917900273455
2247	23	3.8333333333333335	KO	11_1	1941.56390015	-15.056717882156088
2248	24	4.0	KO	11_1	1976.11160402	-13.545258302522162
2249	25	4.166666666666667	KO	11_1	1963.96098004	-14.076847234805683
2250	26	4.333333333333333	KO	11_1	1962.65918276	-14.133800772933757
2251	27	4.5	KO	11_1	1958.15032818	-14.331062839141149
2252	28	4.666666666666667	KO	11_1	1958.32814682	-14.323283286326966
2253	29	4.833333333333333	KO	11_1	1981.34020825	-13.316507240475156
2254	30	5.0	KO	11_1	1968.5248	-13.8771804371446
2255	31	5.166666666666667	KO	11_1	1977.8998999000003	-13.467020485351524
2256	32	5.333333333333333	KO	11_1	1948.3659919	-14.759126853363755
2257	33	5.5	KO	11_1	1950.03830885	-14.68596310610654
2258	34	5.666666666666667	KO	11_1	1918.01878584	-16.086814953479216
2259	35	5.833333333333333	KO	11_1	1934.50380488	-15.365596546542125
2260	36	6.0	KO	11_1	1969.6121643	-13.829608326593599
2261	37	6.166666666666667	KO	11_1	1950.56381929	-14.66297206184714
2262	38	6.333333333333333	KO	11_1	1939.60734518	-15.14231702251039
2263	39	6.5	KO	11_1	1962.11474447	-14.157619909280317
2264	40	6.666666666666667	KO	11_1	1998.36885246	-12.571505271133496
2265	41	6.833333333333333	KO	11_1	2010.48818421	-12.041285371680036
2266	42	7.0	KO	11_1	2031.36032793	-11.128130572976183
2267	43	7.166666666666667	KO	11_1	2028.8431068	-11.238258817831824
2268	44	7.333333333333333	KO	11_1	2054.02007084	-10.136768437239514
2269	45	7.5	KO	11_1	2046.0761811	-10.484313046636979
2270	46	7.666666666666667	KO	11_1	2080.40826772	-8.98228670630813
2271	47	7.833333333333333	KO	11_1	2069.78245682	-9.447165175123827
2272	48	8.0	KO	11_1	2067.1159618	-9.563824142017559
2273	49	8.166666666666666	KO	11_1	2066.53423054	-9.589274843141094
2274	50	8.333333333333334	KO	11_1	2024.89749609	-11.410879004909273
2275	51	8.5	KO	11_1	2180.52496491	-4.602188346702288
2276	52	8.666666666666666	KO	11_1	2334.06301653	2.1150904580664514
2277	53	8.833333333333334	KO	11_1	2262.04805726	-1.0355588723542717
2278	54	9.0	KO	11_1	2211.9375	-3.2278921775263014
2279	55	9.166666666666666	KO	11_1	2187.3480913000003	-4.303677053910578
2280	56	9.333333333333334	KO	11_1	2153.35517107	-5.790864888873522
2281	57	9.5	KO	11_1	2132.56115515	-6.700601601901107
2282	58	9.666666666666666	KO	11_1	2187.10846068	-4.314160876440027
2283	59	9.833333333333334	KO	11_1	2136.83275768	-6.513719295955337
2284	60	10.0	KO	11_1	2120.97946575	-7.207299686898172
2285	61	10.166666666666666	KO	11_1	2134.43245214	-6.618732492089401
2286	62	10.333333333333334	KO	11_1	2203.37349621	-3.602566732371515
2287	63	10.5	KO	11_1	2169.47766571	-5.0855068985734535
2288	64	10.666666666666666	KO	11_1	2173.8621563	-4.893685748056269
2289	65	10.833333333333334	KO	11_1	2086.07599562	-8.73432401502628
2290	66	11.0	KO	11_1	2021.9015450999998	-11.541951646986705
2291	67	11.166666666666666	KO	11_1	1997.48123894	-12.610338299309984
2292	68	11.333333333333334	KO	11_1	2001.82736952	-12.420195396493643
2293	69	11.5	KO	11_1	1995.87759735	-12.680497504466581
2294	70	11.666666666666666	KO	11_1	2020.21793768	-11.61560935150093
2295	71	11.833333333333334	KO	11_1	2000.59284116	-12.474205924170768
2296	72	12.0	KO	11_1	2007.44129414	-12.174586594873396
2390	-5	-0.8333333333333334	KO	11_2	1905.34315718	-0.10499145814983706
2391	-4	-0.6666666666666666	KO	11_2	1928.01709549	1.0837777420960477
2392	-3	-0.5	KO	11_2	1934.2974542999998	1.4130499231237235
2393	-2	-0.3333333333333333	KO	11_2	1887.0127581	-1.0660337595178817
2394	-1	-0.16666666666666666	KO	11_2	1914.13758447	0.356090518576863
2395	0	0.0	KO	11_2	1907.34570725	0.0
2396	1	0.16666666666666666	KO	11_2	1947.32648174	2.096147244730164
2397	2	0.3333333333333333	KO	11_2	1935.44470963	1.4731992356284997
2398	3	0.5	KO	11_2	1912.17501989	0.2531954549006626
2399	4	0.6666666666666666	KO	11_2	1881.28878282	-1.3661353749849943
2400	5	0.8333333333333334	KO	11_2	1870.37774375	-1.93818893761531
2401	6	1.0	KO	11_2	1827.55780983	-4.183190132586807
2402	7	1.1666666666666667	KO	11_2	1811.48831405	-5.025695805203901
2403	8	1.3333333333333333	KO	11_2	1813.22021419	-4.934894219869016
2404	9	1.5	KO	11_2	1778.02051856	-6.78037485278221
2405	10	1.6666666666666667	KO	11_2	1839.25121266	-3.5701181139405667
2406	11	1.8333333333333333	KO	11_2	1858.93873031	-2.5379236053537957
2407	12	2.0	KO	11_2	1845.26966019	-3.254577648091963
2408	13	2.1666666666666665	KO	11_2	1851.52348842	-2.926696435670504
2409	14	2.3333333333333335	KO	11_2	1909.44354308	0.10998718386634493
2410	15	2.5	KO	11_2	1919.12616822	0.6176363794576559
2411	16	2.6666666666666665	KO	11_2	1914.69766407	0.38545486494946685
2412	17	2.8333333333333335	KO	11_2	1966.30354357	3.0910933500883346
2413	18	3.0	KO	11_2	1971.21828521	3.348767751814172
2414	19	3.1666666666666665	KO	11_2	2249.93632184	17.96164236445343
2415	20	3.3333333333333335	KO	11_2	2326.20773398	21.960467110805656
2416	21	3.5	KO	11_2	2271.07433473	19.06988471452413
2417	22	3.6666666666666665	KO	11_2	2218.67008798	16.322388728305878
2418	23	3.8333333333333335	KO	11_2	2145.45613712	12.483863253783522
2419	24	4.0	KO	11_2	2128.96530409	11.619267340870765
2420	25	4.166666666666667	KO	11_2	2103.49685973	10.283985317103811
2421	26	4.333333333333333	KO	11_2	2164.42778758	13.478525647071043
2422	27	4.5	KO	11_2	2125.10269603	11.416755124793857
2423	28	4.666666666666667	KO	11_2	2132.27030328	11.7925447481828
2424	29	4.833333333333333	KO	11_2	2130.74414818	11.712530144946545
2425	30	5.0	KO	11_2	2188.04134165	14.716557849636255
2426	31	5.166666666666667	KO	11_2	2189.29173167	14.78211439846991
2427	32	5.333333333333333	KO	11_2	2178.54540737	14.218696646818888
2428	33	5.5	KO	11_2	2157.76097813	13.128992291651576
2429	34	5.666666666666667	KO	11_2	2174.74808447	14.019607258588639
2430	35	5.833333333333333	KO	11_2	2155.50690033	13.010813516223932
2431	36	6.0	KO	11_2	2192.07829031	14.928210548182458
2432	37	6.166666666666667	KO	11_2	2208.98254968	15.81448194123645
2433	38	6.333333333333333	KO	11_2	2270.25284479	19.026814916695795
2434	39	6.5	KO	11_2	2252.17425109	18.078974489484217
2435	40	6.666666666666667	KO	11_2	2248.81836283	17.90302902520661
2436	41	6.833333333333333	KO	11_2	2256.77583068	18.320230155539367
2437	42	7.0	KO	11_2	2246.23931438	17.76781240243096
2438	43	7.166666666666667	KO	11_2	2232.49818255	17.047380244916525
2439	44	7.333333333333333	KO	11_2	2264.0607535999998	18.702170508161807
2440	45	7.5	KO	11_2	2264.91908844	18.747172042846245
2441	46	7.666666666666667	KO	11_2	2255.18280897	18.2367098108035
2442	47	7.833333333333333	KO	11_2	2275.50094162	19.301966757814665
2443	48	8.0	KO	11_2	2252.2061449000003	18.080646646234783
2444	49	8.166666666666666	KO	11_2	2249.40029142	17.933538889663183
2445	50	8.333333333333334	KO	11_2	2240.06985294	17.44435444635361
2446	51	8.5	KO	11_2	2205.36264803	15.62469455050595
2447	52	8.666666666666666	KO	11_2	2290.22801698	20.074090830761747
2448	53	8.833333333333334	KO	11_2	2322.01217835	21.740498826395953
2449	54	9.0	KO	11_2	2314.12475248	21.32696991865684
2450	55	9.166666666666666	KO	11_2	2325.78514589	21.938311290369246
2451	56	9.333333333333334	KO	11_2	2386.13969732	25.102632849936903
2452	57	9.5	KO	11_2	2435.00764588	27.66472468123148
2453	58	9.666666666666666	KO	11_2	2446.77958867	28.28191446204855
2454	59	9.833333333333334	KO	11_2	2441.39708171	27.999715648297023
2455	60	10.0	KO	11_2	2387.88376754	25.19407249894079
2456	61	10.166666666666666	KO	11_2	2390.23835763	25.31752102120133
2457	62	10.333333333333334	KO	11_2	2445.41904762	28.210582818035178
2458	63	10.5	KO	11_2	2434.67252125	27.6471544720803
2459	64	10.666666666666666	KO	11_2	2439.48877851	27.89966544802414
2460	65	10.833333333333334	KO	11_2	2446.97702652	28.29226590747606
2461	66	11.0	KO	11_2	2451.17478562	28.512349717350897
2462	67	11.166666666666666	KO	11_2	2485.55324289	30.314773742493507
2463	68	11.333333333333334	KO	11_2	2554.65337079	33.93761608498777
2464	69	11.5	KO	11_2	2539.45338039	33.14069760596096
2465	70	11.666666666666666	KO	11_2	2546.88769953	33.53047063513662
2466	71	11.833333333333334	KO	11_2	2540.08687581	33.1739110615811
2467	72	12.0	KO	11_2	2606.69709164	36.66621010190757
2592	-5	-0.8333333333333334	KO	12_1	898.9805194810001	5.625878380850913
2593	-4	-0.6666666666666666	KO	12_1	888.6886936589999	4.416638448467185
2594	-3	-0.5	KO	12_1	858.6636745610001	0.8888434107515975
2595	-2	-0.3333333333333333	KO	12_1	837.517379679	-1.5957443228082526
2596	-1	-0.16666666666666666	KO	12_1	860.146676853	1.0630890326964875
2597	0	0.0	KO	12_1	851.098739496	0.0
2598	1	0.16666666666666666	KO	12_1	850.099503438	-0.11740542097285617
2599	2	0.3333333333333333	KO	12_1	1052.68473994	23.685383503607866
2600	3	0.5	KO	12_1	1067.73699706	25.453951170493795
2601	4	0.6666666666666666	KO	12_1	1075.1898827	26.329629313832765
2602	5	0.8333333333333334	KO	12_1	1102.2444795	29.508414047554847
2603	6	1.0	KO	12_1	1133.11412268	33.13544834421946
2604	7	1.1666666666666667	KO	12_1	1099.2764334	29.159682935374203
2605	8	1.3333333333333333	KO	12_1	1055.3250104	23.99560255781109
2606	9	1.5	KO	12_1	1103.60167891	29.667878437174757
2607	10	1.6666666666666667	KO	12_1	1104.73036759	29.80049391733261
2608	11	1.8333333333333333	KO	12_1	1084.76262417	27.45438030050075
2609	12	2.0	KO	12_1	1086.03825586	27.604260876138227
2610	13	2.1666666666666665	KO	12_1	1104.33641133	29.75420595546424
2611	14	2.3333333333333335	KO	12_1	1165.75813743	36.97096274873273
2612	15	2.5	KO	12_1	1175.75861287	38.145970415401585
2613	16	2.6666666666666665	KO	12_1	1174.9205150999999	38.04749796665887
2614	17	2.8333333333333335	KO	12_1	1191.97807414	40.051678944544136
2615	18	3.0	KO	12_1	1159.51204819	36.23707736620958
2616	19	3.1666666666666665	KO	12_1	1209.6219225	42.124746091893954
2617	20	3.3333333333333335	KO	12_1	1227.35173962	44.207914154215274
2618	21	3.5	KO	12_1	1184.61487466	39.18653849276056
2619	22	3.6666666666666665	KO	12_1	1176.40875326	38.222358777859384
2620	23	3.8333333333333335	KO	12_1	1187.89861195	39.57236179828497
2621	24	4.0	KO	12_1	1197.50522277	40.70109227034381
2622	25	4.166666666666667	KO	12_1	1187.0895859000002	39.47730513653043
2623	26	4.333333333333333	KO	12_1	1177.33851535	38.33160134242372
2624	27	4.5	KO	12_1	1155.70071305	35.789263856080666
2625	28	4.666666666666667	KO	12_1	1137.33834447	33.63177404580627
2626	29	4.833333333333333	KO	12_1	1119.08480749	31.48707142401537
2627	30	5.0	KO	12_1	1122.49705305	31.887993831916077
2628	31	5.166666666666667	KO	12_1	1124.15898464	32.08326278402193
2629	32	5.333333333333333	KO	12_1	1131.84226956	32.98601173234606
2630	33	5.5	KO	12_1	1100.06557656	29.25240345337981
2631	34	5.666666666666667	KO	12_1	1130.66420474	32.847594793707714
2632	35	5.833333333333333	KO	12_1	1103.35721579	29.639155198770638
2633	36	6.0	KO	12_1	1146.90587219	34.755912441977046
2634	37	6.166666666666667	KO	12_1	1142.58743996	34.2485174677397
2635	38	6.333333333333333	KO	12_1	1144.06079627	34.421629733288654
2636	39	6.5	KO	12_1	1138.00591279	33.71021010604473
2637	40	6.666666666666667	KO	12_1	1150.11571299	35.133053266072345
2638	41	6.833333333333333	KO	12_1	1150.51760899	35.18027410912495
2639	42	7.0	KO	12_1	1142.87458806	34.28225598557255
2640	43	7.166666666666667	KO	12_1	1146.65731862	34.726708595411935
2641	44	7.333333333333333	KO	12_1	1163.55664845	36.71229840371165
2642	45	7.5	KO	12_1	1156.40642284	35.872181355220405
2643	46	7.666666666666667	KO	12_1	1129.38169787	32.696906417555304
2644	47	7.833333333333333	KO	12_1	1123.51008362	32.00702004156595
2645	48	8.0	KO	12_1	1103.77837749	29.688639668721713
2646	49	8.166666666666666	KO	12_1	1092.30996139	28.341156049278055
2647	50	8.333333333333334	KO	12_1	1115.89301067	31.112050680606657
2648	51	8.5	KO	12_1	1091.40707025	28.23507069183357
2649	52	8.666666666666666	KO	12_1	1075.00471914	26.30787348793297
2650	53	8.833333333333334	KO	12_1	1070.42929746	25.77028349188747
2651	54	9.0	KO	12_1	1050.22614108	23.396509986833998
2652	55	9.166666666666666	KO	12_1	1056.70978611	24.158307029776353
2653	56	9.333333333333334	KO	12_1	1042.57299639	22.49730237027333
2654	57	9.5	KO	12_1	1036.99345196	21.84173279049646
2655	58	9.666666666666666	KO	12_1	1018.51800712	19.670957064645826
2656	59	9.833333333333334	KO	12_1	993.420589468	16.72213144814191
2657	60	10.0	KO	12_1	991.423810177	16.48751950497507
2658	61	10.166666666666666	KO	12_1	989.797808903	16.2964721918322
2659	62	10.333333333333334	KO	12_1	959.701514742	12.760302677725956
2660	63	10.5	KO	12_1	954.2101245480001	12.115090795817665
2661	64	10.666666666666666	KO	12_1	948.092459727	11.396294663582433
2662	65	10.833333333333334	KO	12_1	927.7197780419999	9.002602752222735
2663	66	11.0	KO	12_1	959.932837914	12.787482035568381
2664	67	11.166666666666666	KO	12_1	955.049641553	12.213729997832825
2665	68	11.333333333333334	KO	12_1	961.5560483869999	12.978201443044087
2666	69	11.5	KO	12_1	900.0746367239999	5.754431883779105
2667	70	11.666666666666666	KO	12_1	886.2085783	4.125236846760129
2668	71	11.833333333333334	KO	12_1	870.321121545	2.2585372480263577
2669	72	12.0	KO	12_1	919.6889833999999	8.059023086395046
2820	-4	-0.6666666666666666	KO	13_2	2740.91746227	-2.0816223001016905
2821	-3	-0.5	KO	13_2	2723.64580908	-2.6986464476144847
2822	-2	-0.3333333333333333	KO	13_2	2778.45295858	-0.7406790008489779
2823	-1	-0.16666666666666666	KO	13_2	2805.70905421	0.2330360793244119
2824	0	0.0	KO	13_2	2799.18594104	0.0
2825	1	0.16666666666666666	KO	13_2	2843.48679679	1.5826335471497959
2826	2	0.3333333333333333	KO	13_2	2849.11047015	1.7835374341531183
2827	3	0.5	KO	13_2	2880.03760637	2.888399235813555
2828	4	0.6666666666666666	KO	13_2	2898.32604317	3.541747644429996
2829	5	0.8333333333333334	KO	13_2	2910.54875938	3.9784001736813623
2830	6	1.0	KO	13_2	2952.57438254	5.479751782513252
2831	7	1.1666666666666667	KO	13_2	2977.02318393	6.353177196364693
2832	8	1.3333333333333333	KO	13_2	2997.63864792	7.089657888402632
2833	9	1.5	KO	13_2	3115.78505232	11.310399450004796
2834	10	1.6666666666666667	KO	13_2	3100.60666667	10.768156599057896
2835	11	1.8333333333333333	KO	13_2	3083.78213309	10.16710565301932
2836	12	2.0	KO	13_2	3050.3612190000003	8.973154454565433
2837	13	2.1666666666666665	KO	13_2	3085.82096963	10.23994241995601
2838	14	2.3333333333333335	KO	13_2	3043.20740149	8.717586669477798
2839	15	2.5	KO	13_2	3023.08686606	7.998787137978133
2840	16	2.6666666666666665	KO	13_2	3038.6953125	8.55639376964766
2841	17	2.8333333333333335	KO	13_2	3028.61179233	8.19616331756652
2842	18	3.0	KO	13_2	3075.29359331	9.863855352439197
2843	19	3.1666666666666665	KO	13_2	3077.84404838	9.95496952362043
2844	20	3.3333333333333335	KO	13_2	3081.56063314	10.087743295648561
2845	21	3.5	KO	13_2	3131.49035454	11.871466222659604
2846	22	3.6666666666666665	KO	13_2	3146.08888889	12.392994076024564
2847	23	3.8333333333333335	KO	13_2	3131.06884596	11.856407966835286
2848	24	4.0	KO	13_2	3054.72219637	9.128948941314652
2849	25	4.166666666666667	KO	13_2	3031.01312811	8.281950251002879
2850	26	4.333333333333333	KO	13_2	3089.86565816	10.384437591594985
2851	27	4.5	KO	13_2	3068.79470947	9.631684857985178
2852	28	4.666666666666667	KO	13_2	3081.01692557	10.068319520970766
2853	29	4.833333333333333	KO	13_2	3140.08889957	12.178646424729541
2854	30	5.0	KO	13_2	3157.82875686	12.812397010209
2855	31	5.166666666666667	KO	13_2	3095.98840804	10.603170823647641
2856	32	5.333333333333333	KO	13_2	3126.4234084000004	11.69045123306169
2857	33	5.5	KO	13_2	3108.00480513	11.032452669980982
2858	34	5.666666666666667	KO	13_2	3080.6594609	10.05554921283371
2859	35	5.833333333333333	KO	13_2	2929.4976378	4.655342642639321
2860	36	6.0	KO	13_2	2889.3745583	3.221958782291233
2861	37	6.166666666666667	KO	13_2	2836.66889632	1.339066288182107
2862	38	6.333333333333333	KO	13_2	2924.12846482	4.46353069827076
2863	39	6.5	KO	13_2	2931.62405797	4.731308306042519
2864	40	6.666666666666667	KO	13_2	2952.84726736	5.489500503239484
2865	41	6.833333333333333	KO	13_2	2965.86639926	5.954604721902535
2866	42	7.0	KO	13_2	2969.66412698	6.0902772995730725
2867	43	7.166666666666667	KO	13_2	2821.71419292	0.8048144122798038
2868	44	7.333333333333333	KO	13_2	2830.08974758	1.10402835649132
2869	45	7.5	KO	13_2	2869.86735654	2.5250703950641804
2870	46	7.666666666666667	KO	13_2	2835.80668332	1.3082640114430513
2871	47	7.833333333333333	KO	13_2	2878.24846725	2.8244828273403346
2872	48	8.0	KO	13_2	2847.95453037	1.7422418645000988
2873	49	8.166666666666666	KO	13_2	3006.24579471	7.397145385528395
2874	50	8.333333333333334	KO	13_2	2917.01104775	4.20926330696787
2875	51	8.5	KO	13_2	2928.38376511	4.615549905984375
2876	52	8.666666666666666	KO	13_2	2921.74782899	4.3784832637614475
2877	53	8.833333333333334	KO	13_2	2898.02002002	3.5308150677292796
2878	54	9.0	KO	13_2	2871.14613279	2.5707542573346904
2879	55	9.166666666666666	KO	13_2	2835.84526854	1.3096424557769564
2880	56	9.333333333333334	KO	13_2	2839.11363636	1.4264038245764072
2881	57	9.5	KO	13_2	2879.86216498	2.882131649676185
2882	58	9.666666666666666	KO	13_2	2856.87363039	2.060873788490332
2883	59	9.833333333333334	KO	13_2	2884.19742351	3.037007339298619
2884	60	10.0	KO	13_2	2847.6926160999997	1.7328850630757828
2885	61	10.166666666666666	KO	13_2	2697.44230769	-3.6347579436683994
2886	62	10.333333333333334	KO	13_2	2700.96714768	-3.5088341906828955
2887	63	10.5	KO	13_2	2696.72705561	-3.6603100897231853
2888	64	10.666666666666666	KO	13_2	2617.68166198	-6.484180861260133
2889	65	10.833333333333334	KO	13_2	2579.36373874	-7.853076106059903
2890	66	11.0	KO	13_2	2540.48470117	-9.24201697633146
2891	67	11.166666666666666	KO	13_2	2578.9972106	-7.866170203691149
2892	68	11.333333333333334	KO	13_2	2546.59844171	-9.023605599996506
2893	69	11.5	KO	13_2	2541.87349574	-9.192402745649652
2894	70	11.666666666666666	KO	13_2	2532.0718232	-9.542564283555869
2895	71	11.833333333333334	KO	13_2	2453.58815112	-12.3463677368856
2896	72	12.0	KO	13_2	2409.64940239	-13.916065129466645
2964	-3	-0.5	KO	13_3	2308.65905147	-1.8398336033850275
2965	-2	-0.3333333333333333	KO	13_3	2344.41249638	-0.3196593275935729
2966	-1	-0.16666666666666666	KO	13_3	2337.2629175	-0.6236469831461082
2967	0	0.0	KO	13_3	2351.93066212	0.0
2968	1	0.16666666666666666	KO	13_3	2394.0420023	1.7905009215723084
2969	2	0.3333333333333333	KO	13_3	2387.32391553	1.504859559851859
2970	3	0.5	KO	13_3	2422.84807523	3.015285027411322
2971	4	0.6666666666666666	KO	13_3	2403.55973767	2.195178471097534
2972	5	0.8333333333333334	KO	13_3	2465.94998618	4.847903294786106
2973	6	1.0	KO	13_3	2506.33241227	6.564893797116642
2974	7	1.1666666666666667	KO	13_3	2563.7515006	9.006253538489416
2975	8	1.3333333333333333	KO	13_3	2596.59166415	10.40256015921259
2976	9	1.5	KO	13_3	2637.83459965	12.156138024591687
2977	10	1.6666666666666667	KO	13_3	2647.03123176	12.547162822138661
2978	11	1.8333333333333333	KO	13_3	2694.32151971	14.557863592856657
2979	12	2.0	KO	13_3	2692.56	14.482966839377875
2980	13	2.1666666666666665	KO	13_3	2686.65450265	14.231875366099619
2981	14	2.3333333333333335	KO	13_3	2639.77074869	12.238459713372023
2982	15	2.5	KO	13_3	2594.6133445	10.318445449461047
2983	16	2.6666666666666665	KO	13_3	2596.2263885	10.387029274060119
2984	17	2.8333333333333335	KO	13_3	2574.28242621	9.4540101743295
2985	18	3.0	KO	13_3	2563.0340335	8.975748085605312
2986	19	3.1666666666666665	KO	13_3	2487.5639002	5.766889316275247
2987	20	3.3333333333333335	KO	13_3	2695.94944945	14.627080333223175
2988	21	3.5	KO	13_3	2755.44494048	17.15672510499427
2989	22	3.6666666666666665	KO	13_3	2863.77493404	21.762727964889507
2990	23	3.8333333333333335	KO	13_3	2825.50310895	20.135476545177056
2991	24	4.0	KO	13_3	2891.64939201	22.947901423399312
2992	25	4.166666666666667	KO	13_3	2711.61185468	15.29301855505332
2993	26	4.333333333333333	KO	13_3	2663.1134106	13.230949087568083
2994	27	4.5	KO	13_3	2632.33579639	11.922338476477295
2995	28	4.666666666666667	KO	13_3	2571.61790335	9.34071929790552
2996	29	4.833333333333333	KO	13_3	2541.2033152	8.047543923314139
2997	30	5.0	KO	13_3	2551.7029909000003	8.493971867347833
2998	31	5.166666666666667	KO	13_3	2515.39349034	6.950155072711915
2999	32	5.333333333333333	KO	13_3	2501.51324248	6.359991081759539
3000	33	5.5	KO	13_3	2406.33217822	2.3130578199513496
3001	34	5.666666666666667	KO	13_3	2383.97211155	1.3623466858975568
3002	35	5.833333333333333	KO	13_3	2438.34277395	3.674092660202372
3003	36	6.0	KO	13_3	2477.76949602	5.350448290281261
3004	37	6.166666666666667	KO	13_3	2400.43209243	2.0621964367895775
3005	38	6.333333333333333	KO	13_3	2454.43860984	4.358459599638062
3006	39	6.5	KO	13_3	2470.9388203000003	5.060019842282597
3007	40	6.666666666666667	KO	13_3	2508.28350095	6.64785069339866
3008	41	6.833333333333333	KO	13_3	2501.89842477	6.376368362612407
3009	42	7.0	KO	13_3	2483.77961355	5.6059880316009405
3010	43	7.166666666666667	KO	13_3	2529.1906383	7.536785800488707
3011	44	7.333333333333333	KO	13_3	2551.49737086	8.485229260972913
3012	45	7.5	KO	13_3	2426.94090909	3.1893052026621715
3013	46	7.666666666666667	KO	13_3	2457.67130767	4.4959082873083815
3014	47	7.833333333333333	KO	13_3	2517.09192201	7.022369432486836
3015	48	8.0	KO	13_3	2500.35716304	6.310836595251095
3016	49	8.166666666666666	KO	13_3	2539.50568828	7.975363780109164
3017	50	8.333333333333334	KO	13_3	2608.118202	10.892648495388725
3018	51	8.5	KO	13_3	2626.51128024	11.674690182936628
3019	52	8.666666666666666	KO	13_3	2645.34254299	12.475362713521594
3020	53	8.833333333333334	KO	13_3	2617.94271643	11.310369756828646
3021	54	9.0	KO	13_3	2625.68562799	11.639584885688798
3022	55	9.166666666666666	KO	13_3	2636.39246904	12.09482113999015
3023	56	9.333333333333334	KO	13_3	2632.96087957	11.948915925807237
3024	57	9.5	KO	13_3	2629.14557755	11.786695921559273
3025	58	9.666666666666666	KO	13_3	2633.56355932	11.974540820269755
3026	59	9.833333333333334	KO	13_3	2618.92496732	11.352133355807995
3027	60	10.0	KO	13_3	2728.3411215	16.004317875626008
3028	61	10.166666666666666	KO	13_3	2769.1827799000002	17.740834136831854
3029	62	10.333333333333334	KO	13_3	2759.53363611	17.33056932990499
3030	63	10.5	KO	13_3	2676.20530689	13.787593741292662
3031	64	10.666666666666666	KO	13_3	2625.54420328	11.633571753062167
3032	65	10.833333333333334	KO	13_3	2614.8265896	11.177877465274804
3033	66	11.0	KO	13_3	2649.18193962	12.638607178668334
3034	67	11.166666666666666	KO	13_3	2578.5950783000003	9.637376638292903
3035	68	11.333333333333334	KO	13_3	2624.79411012	11.601679096867782
3036	69	11.5	KO	13_3	2622.30077057	11.495666636970164
3037	70	11.666666666666666	KO	13_3	2564.4104141999997	9.034269398421522
3038	71	11.833333333333334	KO	13_3	2563.96796985	9.0154574343987
3039	72	12.0	KO	13_3	2537.16572077	7.875872432524505
3171	-1	-0.16666666666666666	KO	13_4	2230.30364372	-2.1785557907430046
