,z,x_col,y_row,track_window,pcna_mean_intensity,Sample_Number,Label,norm_mean_inten,offset_z
598,65,350,173,"(327L, 140L, 46L, 66L)",1092.93344156,6,2,0.0441677920143,37
599,32,187,310,"(136, 267, 102, 86)",236.605046094,8,1,0.0125258691636,-29
600,33,180,311,"(139L, 270L, 82L, 83L)",238.677083333,8,1,0.0600195781903,-28
601,34,195,303,"(152L, 259L, 86L, 89L)",236.0585723,8,1,0.0,-27
602,35,199,287,"(157L, 243L, 85L, 88L)",236.8984419,8,1,0.0192508713781,-26
603,36,198,276,"(154L, 230L, 88L, 92L)",237.450734894,8,1,0.0319101239545,-25
604,37,194,270,"(150L, 224L, 89L, 92L)",237.662706154,8,1,0.0367687727958,-24
605,38,194,263,"(147L, 219L, 95L, 88L)",237.26461432,8,1,0.0276440054715,-23
606,39,193,261,"(146L, 215L, 95L, 92L)",238.551608933,8,1,0.0571435465421,-22
607,40,190,261,"(141L, 217L, 98L, 89L)",237.87876724,8,1,0.0417211656257,-21
608,41,190,261,"(139L, 218L, 103L, 86L)",237.764826877,8,1,0.0391095086807,-20
609,42,192,260,"(138L, 217L, 108L, 87L)",239.159473046,8,1,0.0710765593091,-19
610,43,197,263,"(141L, 223L, 113L, 81L)",241.421746293,8,1,0.122930717782,-18
611,44,203,269,"(149L, 228L, 109L, 82L)",242.715980719,8,1,0.152596204522,-17
612,45,203,267,"(148L, 228L, 111L, 79L)",243.922807018,8,1,0.180258186637,-16
613,46,201,265,"(143L, 225L, 116L, 80L)",243.918017854,8,1,0.180148412961,-15
614,47,199,264,"(141L, 223L, 116L, 82L)",242.5969943,8,1,0.149868885585,-14
615,48,197,260,"(139L, 220L, 116L, 80L)",243.149913345,8,1,0.162542488047,-13
616,49,195,255,"(137L, 216L, 116L, 78L)",244.132861092,8,1,0.18507289117,-12
617,50,193,256,"(137L, 215L, 113L, 83L)",245.015850652,8,1,0.205312126465,-11
618,51,192,256,"(137L, 214L, 110L, 84L)",244.857819905,8,1,0.201689862277,-10
619,52,192,264,"(141L, 222L, 103L, 84L)",245.5175764,8,1,0.216812313937,-9
620,53,188,268,"(137L, 226L, 102L, 85L)",245.784723473,8,1,0.222935662074,-8
621,54,187,267,"(136L, 224L, 102L, 86L)",247.220910935,8,1,0.255854891575,-7
622,55,192,268,"(143L, 222L, 98L, 92L)",247.250783121,8,1,0.256539599797,-6
623,56,193,271,"(146L, 227L, 94L, 89L)",247.139214591,8,1,0.253982308259,-5
624,57,191,270,"(143L, 225L, 97L, 91L)",246.486881005,8,1,0.239029999029,-4
625,58,192,273,"(143L, 229L, 99L, 88L)",245.624568417,8,1,0.219264706028,-3
626,59,192,274,"(144L, 230L, 97L, 89L)",245.534696859,8,1,0.21720473647,-2
627,60,193,274,"(147L, 229L, 93L, 91L)",243.610490874,8,1,0.173099506387,-1
628,61,190,277,"(143L, 231L, 94L, 93L)",243.796182805,8,1,0.177355799852,0
629,62,188,276,"(141L, 231L, 95L, 91L)",243.833216169,8,1,0.178204651293,1
630,63,182,277,"(134L, 231L, 97L, 92L)",244.251038468,8,1,0.187781665815,2
631,64,181,278,"(131L, 233L, 101L, 91L)",244.686035954,8,1,0.19775235728,3
632,65,179,281,"(128L, 236L, 103L, 90L)",244.828119316,8,1,0.201009087284,4
633,66,178,281,"(126L, 237L, 104L, 89L)",244.887912088,8,1,0.202379613089,5
634,67,179,282,"(129L, 240L, 101L, 85L)",245.464028112,8,1,0.215584919578,6
635,68,176,282,"(126L, 238L, 100L, 89L)",246.915915916,8,1,0.248864020748,7
636,69,177,286,"(129L, 240L, 96L, 93L)",246.067172465,8,1,0.229409749493,8
637,70,177,289,"(130L, 240L, 94L, 98L)",247.054249213,8,1,0.252034794536,9
638,71,175,289,"(129L, 242L, 92L, 94L)",247.484951732,8,1,0.261907039938,10
639,72,174,289,"(128L, 242L, 92L, 94L)",249.440091726,8,1,0.306721316539,11
640,73,176,286,"(127L, 241L, 98L, 91L)",250.162388287,8,1,0.323277265465,12
641,74,175,285,"(127L, 238L, 96L, 94L)",252.475650303,8,1,0.37630015088,13
642,75,173,286,"(127L, 239L, 92L, 94L)",253.606436603,8,1,0.402219200256,14
643,76,170,282,"(124L, 235L, 92L, 95L)",252.500575153,8,1,0.37687145991,15
644,77,170,281,"(125L, 233L, 90L, 97L)",251.900298174,8,1,0.363112353814,16
645,78,169,283,"(123L, 236L, 93L, 95L)",252.406118337,8,1,0.37470639044,17
646,79,172,284,"(126L, 237L, 92L, 95L)",253.252669683,8,1,0.394110415893,18
647,80,171,283,"(125L, 235L, 92L, 97L)",254.00561086,8,1,0.411368778085,19
648,81,167,280,"(123L, 230L, 89L, 100L)",253.762814788,8,1,0.405803585651,20
649,82,163,279,"(119L, 227L, 89L, 104L)",253.154443486,8,1,0.391858947457,21
650,83,163,277,"(118L, 226L, 90L, 103L)",254.329790941,8,1,0.418799394751,22
651,84,165,276,"(121L, 225L, 88L, 103L)",255.376621131,8,1,0.442794064108,23
652,85,164,275,"(121L, 222L, 86L, 106L)",256.375216039,8,1,0.465683119908,24
653,86,161,275,"(118L, 223L, 86L, 104L)",257.250778277,8,1,0.485752111629,25
654,87,156,273,"(113L, 221L, 87L, 105L)",256.055593452,8,1,0.458356966755,26
655,88,155,273,"(112L, 220L, 87L, 106L)",256.667383039,8,1,0.472379956341,27
656,89,156,274,"(113L, 223L, 87L, 103L)",258.727736234,8,1,0.519605852334,28
657,90,156,276,"(111L, 226L, 90L, 101L)",259.707300393,8,1,0.542058699357,29
658,91,156,275,"(112L, 223L, 88L, 104L)",262.985997268,8,1,0.617210570376,30
659,92,156,276,"(111L, 225L, 91L, 102L)",263.578313253,8,1,0.63078720043,31
660,93,157,275,"(109L, 225L, 96L, 101L)",263.065206317,8,1,0.619026141766,32
661,94,157,278,"(109L, 227L, 96L, 102L)",262.57063197,8,1,0.607689873447,33
662,95,161,280,"(114L, 230L, 95L, 100L)",263.695320448,8,1,0.633469153027,34
663,96,168,280,"(122L, 228L, 92L, 105L)",264.714679531,8,1,0.656834149949,35
664,97,171,280,"(124L, 228L, 94L, 105L)",265.620450607,8,1,0.677595566336,36
665,98,175,282,"(130L, 229L, 91L, 106L)",266.099426386,8,1,0.68857429581,37
666,99,175,280,"(129L, 228L, 93L, 105L)",266.260877042,8,1,0.69227494864,38
667,100,175,280,"(128L, 228L, 94L, 105L)",267.284293194,8,1,0.715732938679,39
668,101,178,279,"(133L, 225L, 91L, 108L)",269.265694469,8,1,0.761149157007,40
669,102,180,279,"(133L, 224L, 95L, 111L)",268.718177056,8,1,0.748599366775,41
670,103,179,280,"(131L, 225L, 96L, 110L)",267.301954121,8,1,0.716137749417,42
671,104,179,277,"(130L, 223L, 99L, 108L)",267.88616109,8,1,0.729528510582,43
672,105,180,275,"(129L, 221L, 102L, 109L)",265.951484667,8,1,0.68518328485,44
673,106,181,276,"(131L, 222L, 101L, 108L)",266.213918354,8,1,0.691198596238,45
674,107,183,276,"(132L, 222L, 103L, 108L)",266.285034122,8,1,0.692828659394,46
675,108,185,277,"(134L, 223L, 103L, 109L)",265.943514317,8,1,0.685000594378,47
676,109,186,280,"(134L, 226L, 105L, 108L)",266.938655194,8,1,0.70781047944,48
677,110,189,283,"(138L, 229L, 102L, 108L)",267.629839624,8,1,0.723653299043,49
678,111,187,287,"(135L, 235L, 105L, 105L)",268.049442559,8,1,0.733271127977,50
679,112,191,289,"(141L, 236L, 101L, 107L)",267.741790806,8,1,0.726219361438,51
680,113,191,290,"(141L, 236L, 101L, 108L)",267.350543478,8,1,0.717251478827,52
681,114,188,290,"(136L, 237L, 104L, 107L)",268.188148148,8,1,0.736450435158,53
682,115,188,292,"(136L, 241L, 105L, 102L)",271.566910786,8,1,0.813895939774,54
683,116,187,294,"(136L, 246L, 103L, 96L)",275.471382745,8,1,0.90339136565,55
684,117,187,298,"(138L, 255L, 98L, 87L)",279.686187024,8,1,1.0,56
685,31,268,330,"(225, 290, 87, 80)",236.054173849,8,2,0.201112847937,-30
686,32,264,335,"(218L, 295L, 93L, 81L)",235.224774775,8,2,0.195420476251,-29
687,33,266,337,"(223L, 298L, 86L, 79L)",236.856148492,8,2,0.206616998946,-28
688,34,270,339,"(229L, 299L, 82L, 80L)",237.521545667,8,2,0.2111837849,-27
689,35,272,333,"(232L, 293L, 81L, 81L)",239.83480826,8,2,0.227060280175,-26
690,36,272,329,"(234L, 287L, 76L, 84L)",240.715643105,8,2,0.233105668327,-25
691,37,267,330,"(233L, 285L, 68L, 90L)",240.765628604,8,2,0.233448731212,-24
692,38,267,326,"(234L, 282L, 66L, 89L)",241.935461323,8,2,0.241477583491,-23
693,39,264,322,"(228L, 276L, 73L, 92L)",242.027202976,8,2,0.242107229222,-22
694,40,264,322,"(228L, 276L, 73L, 93L)",242.087437867,8,2,0.242520636229,-21
695,41,264,322,"(231L, 276L, 67L, 93L)",242.801411979,8,2,0.247420817753,-20
696,42,266,325,"(230L, 278L, 72L, 95L)",242.606913361,8,2,0.246085925469,-19
697,43,263,325,"(228L, 279L, 71L, 93L)",243.315270936,8,2,0.250947559303,-18
698,44,263,323,"(225L, 275L, 76L, 97L)",243.354152675,8,2,0.251214414329,-17
699,45,263,323,"(225L, 275L, 76L, 97L)",243.271546899,8,2,0.250647470389,-16
700,46,263,323,"(225L, 275L, 76L, 97L)",243.638235953,8,2,0.253164148365,-15
701,47,264,326,"(226L, 275L, 77L, 103L)",242.312788906,8,2,0.244067276336,-14
702,48,262,323,"(223L, 270L, 78L, 107L)",242.046475898,8,2,0.242239504067,-13
703,49,257,322,"(218L, 267L, 78L, 110L)",242.55384319,8,2,0.245721691713,-12
704,50,252,323,"(212L, 268L, 80L, 111L)",243.042079208,8,2,0.249072576673,-11
705,51,252,323,"(213L, 267L, 78L, 113L)",243.365021211,8,2,0.251289007787,-10
706,52,251,327,"(212L, 272L, 78L, 110L)",244.004040015,8,2,0.255674752434,-9
707,53,247,327,"(207L, 270L, 81L, 115L)",243.690049562,8,2,0.253519758023,-8
708,54,247,327,"(207L, 271L, 80L, 112L)",244.053789279,8,2,0.256016193978,-7
709,55,250,326,"(206L, 272L, 89L, 109L)",244.283828996,8,2,0.257595013648,-6
710,56,250,327,"(207L, 273L, 87L, 109L)",244.761413844,8,2,0.260872796984,-5
711,57,253,328,"(208L, 276L, 90L, 105L)",243.714621788,8,2,0.253688403311,-4
712,58,254,328,"(210L, 271L, 89L, 114L)",244.153326023,8,2,0.256699339357,-3
713,59,256,328,"(209L, 270L, 95L, 116L)",243.578815081,8,2,0.252756328176,-2
714,60,260,333,"(212L, 278L, 97L, 111L)",242.330160409,8,2,0.244186501272,-1
715,61,253,333,"(207L, 276L, 93L, 115L)",243.576256034,8,2,0.252738764805,0
716,62,259,332,"(218L, 272L, 82L, 120L)",243.554487761,8,2,0.25258936374,1
717,63,254,331,"(213L, 271L, 83L, 120L)",243.983449012,8,2,0.255533431269,2
718,64,254,331,"(213L, 271L, 83L, 120L)",242.206620395,8,2,0.243338615497,3
719,65,254,335,"(211L, 275L, 87L, 120L)",245.003390435,8,2,0.262533542385,4
720,66,253,325,"(206L, 277L, 94L, 96L)",246.708991495,8,2,0.27423950575,5
721,67,258,323,"(211L, 276L, 94L, 95L)",249.670456983,8,2,0.294564778376,6
722,68,260,335,"(216L, 276L, 89L, 118L)",250.367544539,8,2,0.299349063273,7
723,69,256,335,"(210L, 279L, 92L, 113L)",251.417127599,8,2,0.306552612297,8
724,70,254,333,"(210L, 280L, 88L, 106L)",254.220950878,8,2,0.325795947314,9
725,71,255,337,"(212L, 281L, 86L, 112L)",254.407319014,8,2,0.327075038082,10
726,72,254,340,"(210L, 283L, 88L, 114L)",256.172672962,8,2,0.339191100355,11
727,73,252,336,"(208L, 281L, 88L, 111L)",258.048833105,8,2,0.352067653038,12
728,74,250,333,"(206L, 280L, 88L, 107L)",260.735059373,8,2,0.370503890587,13
729,75,251,334,"(208L, 281L, 87L, 107L)",263.091846663,8,2,0.386679106663,14
730,76,249,335,"(204L, 280L, 90L, 111L)",263.529688419,8,2,0.389684123296,15
731,77,250,327,"(206L, 280L, 89L, 94L)",267.158078603,8,2,0.414586665622,16
732,78,251,331,"(206L, 279L, 90L, 104L)",267.443439823,8,2,0.4165451705,17
733,79,253,329,"(208L, 277L, 90L, 105L)",269.649689192,8,2,0.431687207464,18
734,80,250,320,"(203L, 277L, 94L, 87L)",271.420646507,8,2,0.443841727032,19
735,81,252,317,"(208L, 275L, 88L, 84L)",275.792355834,8,2,0.473845853112,20
736,82,252,311,"(208L, 270L, 88L, 83L)",278.286382884,8,2,0.490962979725,21
737,83,252,312,"(209L, 269L, 87L, 86L)",277.634698276,8,2,0.486490306525,22
738,84,256,309,"(211L, 266L, 90L, 86L)",280.514821273,8,2,0.506257305442,23
739,85,254,306,"(208L, 264L, 93L, 84L)",281.257869502,8,2,0.511357029846,24
740,86,254,306,"(208L, 264L, 93L, 84L)",279.283927455,8,2,0.497809375684,25
741,87,251,302,"(205L, 259L, 92L, 86L)",281.876970317,8,2,0.515606072391,26
742,88,250,301,"(204L, 258L, 93L, 87L)",284.434449375,8,2,0.533158685877,27
743,89,254,304,"(206L, 262L, 96L, 84L)",286.102753392,8,2,0.544608670386,28
744,90,256,304,"(208L, 262L, 97L, 84L)",288.851008588,8,2,0.563470627858,29
745,91,253,311,"(208L, 259L, 91L, 104L)",290.179457808,8,2,0.572588104552,30
746,92,257,310,"(211L, 260L, 92L, 101L)",290.726578506,8,2,0.576343129686,31
747,93,260,310,"(211L, 261L, 98L, 98L)",291.297347089,8,2,0.580260456124,32
748,94,264,304,"(216L, 262L, 96L, 84L)",292.411907882,8,2,0.587909963459,33
749,95,267,303,"(221L, 262L, 93L, 83L)",293.757276013,8,2,0.597143558832,34
750,96,273,308,"(225L, 260L, 96L, 96L)",295.033699497,8,2,0.605903969988,35
751,97,279,304,"(230L, 256L, 99L, 96L)",296.444261996,8,2,0.615585010489,36
752,98,284,303,"(235L, 258L, 99L, 90L)",298.585899814,8,2,0.630283602349,37
753,99,283,307,"(233L, 259L, 101L, 97L)",298.01188975,8,2,0.626344028816,38
754,100,284,304,"(232L, 257L, 104L, 94L)",297.766407904,8,2,0.624659225986,39
755,101,284,304,"(233L, 257L, 102L, 94L)",299.895229523,8,2,0.639269857087,40
756,102,288,304,"(237L, 257L, 102L, 95L)",300.873596523,8,2,0.64598463262,41
757,103,290,304,"(237L, 258L, 106L, 92L)",301.609473875,8,2,0.651035141513,42
758,104,294,305,"(243L, 258L, 102L, 95L)",301.458053097,8,2,0.64999590314,43
759,105,296,303,"(245L, 258L, 102L, 90L)",302.875357654,8,2,0.659723216057,44
760,106,297,305,"(246L, 259L, 103L, 92L)",302.020035461,8,2,0.653852927574,45
761,107,296,304,"(247L, 259L, 99L, 91L)",302.614022663,8,2,0.657929609156,46
762,108,293,306,"(247L, 260L, 93L, 93L)",305.812615271,8,2,0.679882344053,47
763,109,297,310,"(249L, 263L, 97L, 94L)",305.202781845,8,2,0.675696905899,48
764,110,298,313,"(248L, 266L, 100L, 94L)",304.665267385,8,2,0.672007810759,49
765,111,299,312,"(249L, 266L, 101L, 93L)",304.868981992,8,2,0.673405954667,50
766,112,300,313,"(250L, 265L, 101L, 97L)",304.633996383,8,2,0.671793190117,51
767,113,303,314,"(254L, 267L, 98L, 95L)",305.188261351,8,2,0.675597248147,52
768,114,304,312,"(255L, 266L, 98L, 93L)",306.013672972,8,2,0.681262252955,53
769,115,299,312,"(249L, 267L, 100L, 91L)",308.887708649,8,2,0.700987473084,54
770,116,294,309,"(246L, 264L, 97L, 90L)",313.669516803,8,2,0.733806209187,55
771,117,289,308,"(241L, 263L, 96L, 90L)",314.341974078,8,2,0.738421450357,56
772,118,291,309,"(245L, 263L, 93L, 92L)",311.239309376,8,2,0.717127092488,57
773,119,294,308,"(249L, 262L, 90L, 92L)",313.534980278,8,2,0.732882851631,58
774,120,293,306,"(248L, 261L, 91L, 90L)",315.510048657,8,2,0.746438236084,59
775,121,296,302,"(252L, 260L, 88L, 84L)",322.126660559,8,2,0.791849685679,60
776,122,305,302,"(264L, 261L, 83L, 82L)",325.604248047,8,2,0.815717231676,61
777,123,308,300,"(267L, 260L, 83L, 80L)",326.241676942,8,2,0.82009206438,62
778,124,311,296,"(271L, 259L, 80L, 75L)",328.922574158,8,2,0.838491727317,63
779,125,313,294,"(273L, 258L, 81L, 72L)",331.655555556,8,2,0.85724885692,64
780,126,317,290,"(276L, 257L, 83L, 66L)",324.82914833,8,2,0.810397529957,65
781,127,312,287,"(269L, 256L, 87L, 63L)",331.677612718,8,2,0.857400240702,66
782,128,305,282,"(262L, 253L, 86L, 59L)",352.454911683,8,2,1.0,67
783,129,305,282,"(262L, 253L, 86L, 59L)",209.001239541,8,2,0.0154418457934,68
784,130,305,282,"(262L, 253L, 86L, 59L)",211.186550976,8,2,0.0304401805203,69
785,131,305,282,"(262L, 253L, 86L, 59L)",215.650449334,8,2,0.0610770227979,70
786,132,305,282,"(262L, 253L, 86L, 59L)",215.865819647,8,2,0.0625551627064,71
787,133,305,282,"(262L, 253L, 86L, 59L)",213.969321351,8,2,0.049539024231,72
788,134,305,282,"(262L, 253L, 86L, 59L)",220.700340874,8,2,0.0957356817188,73
789,135,305,282,"(262L, 253L, 86L, 59L)",225.368763557,8,2,0.127776225204,74
790,136,305,282,"(262L, 253L, 86L, 59L)",223.672141308,8,2,0.116131885637,75
791,137,305,282,"(262L, 253L, 86L, 59L)",230.256275178,8,2,0.161320430439,76
792,138,302,247,"(269L, 211L, 67L, 73L)",273.510217535,8,2,0.458182971585,77
793,139,302,247,"(269L, 211L, 67L, 73L)",268.028015821,8,2,0.420557260651,78
794,140,302,247,"(269L, 211L, 67L, 73L)",269.085036256,8,2,0.427811854228,79
795,141,302,247,"(269L, 211L, 67L, 73L)",268.341793013,8,2,0.422710791391,80
796,142,302,247,"(269L, 211L, 67L, 73L)",273.955504285,8,2,0.461239085062,81
797,143,302,247,"(269L, 211L, 67L, 73L)",277.201713909,8,2,0.483518627357,82
798,144,300,263,"(273L, 236L, 54L, 55L)",300.570614035,8,2,0.643905188611,83
799,145,303,269,"(282L, 247L, 43L, 44L)",318.098333333,8,2,0.76420227618,84
800,146,303,267,"(286L, 246L, 34L, 43L)",320.255733945,8,2,0.779009052001,85
801,147,306,267,"(291L, 247L, 30L, 40L)",322.099246231,8,2,0.791661534344,86
802,148,307,265,"(292L, 246L, 30L, 39L)",324.457725948,8,2,0.807848365964,87
803,149,306,265,"(290L, 246L, 32L, 39L)",324.378873239,8,2,0.807307180259,88
804,150,308,264,"(293L, 245L, 31L, 39L)",318.961318052,8,2,0.770125154477,89
805,151,310,264,"(295L, 245L, 31L, 38L)",320.754800591,8,2,0.78243427025,90
806,152,310,263,"(295L, 245L, 30L, 37L)",319.912671233,8,2,0.776654527467,91
807,153,314,261,"(299L, 242L, 31L, 39L)",323.95562599,8,2,0.804402329348,92
808,154,314,257,"(296L, 234L, 37L, 46L)",315.353424658,8,2,0.745363286708,93
809,155,304,252,"(283L, 227L, 42L, 50L)",311.377147125,8,2,0.718073107168,94
810,156,304,252,"(283L, 227L, 42L, 50L)",232.40403286,8,2,0.176061024442,95
811,157,304,252,"(283L, 227L, 42L, 50L)",206.751306945,8,2,0.0,96
812,158,304,252,"(283L, 227L, 42L, 50L)",209.808812547,8,2,0.0209844197521,97
813,159,304,252,"(283L, 227L, 42L, 50L)",211.672143391,8,2,0.0337729217749,98
814,160,304,252,"(283L, 227L, 42L, 50L)",218.12845407,8,2,0.0780841842948,99
815,161,304,252,"(283L, 227L, 42L, 50L)",230.663181479,8,2,0.164113129365,100
816,162,282,254,"(263L, 226L, 38L, 56L)",299.396605908,8,2,0.635847679471,101
817,163,282,254,"(263L, 226L, 38L, 56L)",289.149591452,8,2,0.565519876156,102
818,164,287,263,"(266L, 241L, 43L, 45L)",293.284935242,8,2,0.593901766896,103
819,165,292,272,"(271L, 251L, 43L, 43L)",289.325368939,8,2,0.566726280673,104
820,166,292,273,"(272L, 253L, 41L, 40L)",284.567699837,8,2,0.534073216869,105
821,167,290,276,"(269L, 255L, 42L, 42L)",278.880677444,8,2,0.495041770784,106
822,168,291,277,"(270L, 257L, 43L, 40L)",271.742437338,8,2,0.446050257368,107
823,169,292,275,"(270L, 256L, 45L, 39L)",262.905737705,8,2,0.385401794696,108
824,170,292,277,"(270L, 259L, 45L, 36L)",260.68173258,8,2,0.370137895571,109
825,171,293,277,"(271L, 260L, 44L, 35L)",251.820798514,8,2,0.309323105974,110
826,172,294,277,"(272L, 258L, 45L, 39L)",246.822162645,8,2,0.275016227443,111
827,173,289,269,"(269L, 254L, 41L, 30L)",224.656679151,8,2,0.122889013198,112
828,174,291,269,"(271L, 256L, 40L, 27L)",234.955298013,8,2,0.193570990358,113
829,175,292,271,"(273L, 258L, 39L, 26L)",240.446153846,8,2,0.231256096659,114
830,176,293,271,"(274L, 258L, 39L, 26L)",245.812274368,8,2,0.268085113565,115
831,177,293,273,"(274L, 259L, 39L, 28L)",247.954545455,8,2,0.282788051698,116
832,178,293,273,"(273L, 259L, 40L, 28L)",250.159442724,8,2,0.297920808873,117
833,179,295,272,"(275L, 259L, 41L, 26L)",254.528753994,8,2,0.327908476488,118
834,180,296,273,"(276L, 259L, 41L, 28L)",254.37254902,8,2,0.326836402984,119
835,181,296,274,"(276L, 260L, 40L, 28L)",255.0,8,2,0.331142754783,120
836,182,296,272,"(276L, 259L, 41L, 27L)",255.890207715,8,2,0.337252471264,121
837,183,297,273,"(277L, 260L, 41L, 27L)",252.383165829,8,2,0.313182772423,122
838,184,297,273,"(277L, 259L, 41L, 29L)",252.780918728,8,2,0.315912649282,123
839,185,298,274,"(278L, 260L, 40L, 28L)",254.242307692,8,2,0.325942524432,124
840,186,298,273,"(279L, 259L, 39L, 29L)",254.500632111,8,2,0.32771546903,125
841,187,298,273,"(278L, 259L, 41L, 28L)",252.950678175,8,2,0.317077750499,126
842,188,299,273,"(279L, 258L, 40L, 30L)",254.449172577,8,2,0.327362289474,127
843,189,298,272,"(279L, 258L, 39L, 29L)",255.542351454,8,2,0.334865047412,128
844,190,299,274,"(279L, 260L, 40L, 28L)",256.925876011,8,2,0.344360519809,129
845,191,298,272,"(278L, 258L, 40L, 29L)",258.229691877,8,2,0.353308931678,130
846,192,298,273,"(278L, 259L, 40L, 29L)",257.506634499,8,2,0.348346409449,131
847,193,297,274,"(277L, 260L, 40L, 28L)",255.43765586,8,2,0.33414649557,132
848,194,296,273,"(277L, 259L, 39L, 29L)",255.17875,8,2,0.332369560395,133
849,195,295,274,"(276L, 260L, 39L, 28L)",259.320621469,8,2,0.360796252215,134
850,196,294,274,"(275L, 259L, 39L, 30L)",259.48707483,8,2,0.361938662942,135
851,197,293,274,"(273L, 260L, 40L, 28L)",258.931398417,8,2,0.358124917812,136
852,198,292,274,"(273L, 260L, 39L, 28L)",258.837837838,8,2,0.357482788338,137
853,199,292,274,"(272L, 260L, 40L, 29L)",257.505221932,8,2,0.348336714649,138
854,200,291,275,"(272L, 261L, 39L, 28L)",259.725437416,8,2,0.363574604526,139
855,201,292,275,"(273L, 261L, 38L, 29L)",261.892395983,8,2,0.378446978966,140
856,202,291,275,"(272L, 260L, 39L, 30L)",259.657179819,8,2,0.363106135698,141
857,203,291,275,"(272L, 262L, 38L, 27L)",258.437830688,8,2,0.354737439994,142
858,204,290,275,"(272L, 261L, 37L, 28L)",261.60816944,8,2,0.376496261666,143
859,205,291,275,"(273L, 261L, 37L, 29L)",261.024556617,8,2,0.372490782016,144
860,206,291,275,"(273L, 261L, 37L, 28L)",260.082633053,8,2,0.366026126834,145
861,207,292,275,"(273L, 261L, 38L, 29L)",261.324657534,8,2,0.374550449093,146
862,208,293,275,"(274L, 261L, 38L, 29L)",260.437333333,8,2,0.368460522886,147
863,209,292,275,"(273L, 260L, 39L, 30L)",259.236409608,8,2,0.360218285315,148
864,210,292,275,"(273L, 260L, 39L, 30L)",259.117572693,8,2,0.359402678072,149
865,211,292,275,"(273L, 260L, 39L, 30L)",261.549190535,8,2,0.376091474805,150
866,212,293,275,"(275L, 261L, 37L, 28L)",260.81038961,8,2,0.371020900701,151
867,213,294,275,"(276L, 260L, 36L, 30L)",261.750977836,8,2,0.377476391126,152
868,214,294,274,"(275L, 259L, 38L, 30L)",260.950632911,8,2,0.371983425281,153
869,215,293,275,"(274L, 260L, 39L, 30L)",261.75862069,8,2,0.377528845929,154
870,216,295,275,"(276L, 260L, 38L, 30L)",260.81375,8,2,0.371043963888,155
871,0,277,147,"(247, 91, 60, 112)",242.596268657,9,2,0.0,-17
872,1,264,147,"(229L, 91L, 71L, 113L)",251.092017527,9,2,0.162645483849,-16
873,2,266,144,"(235L, 85L, 62L, 118L)",255.282061526,9,2,0.242861100384,-15
874,3,266,152,"(236L, 96L, 60L, 113L)",254.381907491,9,2,0.225628247712,-14
875,4,268,150,"(241L, 94L, 55L, 113L)",256.510927223,9,2,0.266386920041,-13
876,5,267,151,"(235L, 96L, 64L, 111L)",257.498163265,9,2,0.285286900054,-12
877,6,270,151,"(238L, 95L, 64L, 112L)",258.25865173,9,2,0.299845947907,-11
878,7,271,146,"(242L, 85L, 59L, 122L)",260.324313725,9,2,0.339391678342,-10
879,8,277,147,"(248L, 89L, 58L, 116L)",262.134951656,9,2,0.374055142008,-9
880,9,274,147,"(244L, 92L, 61L, 111L)",263.119213437,9,2,0.392898181752,-8
881,10,274,146,"(247L, 86L, 55L, 120L)",263.196399007,9,2,0.394375848346,-7
882,11,271,148,"(243L, 91L, 56L, 115L)",263.904396516,9,2,0.407929991627,-6
883,12,270,147,"(242L, 89L, 57L, 117L)",263.200635677,9,2,0.394456956601,-5
884,13,270,144,"(241L, 84L, 58L, 121L)",265.186157518,9,2,0.432468456866,-4
885,14,268,143,"(239L, 81L, 58L, 124L)",265.077395813,9,2,0.430386286085,-3
886,15,267,146,"(237L, 85L, 61L, 122L)",294.831035152,9,2,1.0,-2
887,16,268,146,"(239L, 88L, 59L, 117L)",265.120299309,9,2,0.431207645092,-1
888,17,265,139,"(237L, 75L, 57L, 128L)",266.39251804,9,2,0.455563429875,0
889,18,263,134,"(233L, 74L, 61L, 121L)",269.4396604,9,2,0.513898951682,1
890,19,262,138,"(231L, 79L, 63L, 119L)",267.4186718,9,2,0.475208463794,2
891,20,262,140,"(231L, 78L, 63L, 124L)",266.631782946,9,2,0.460143997982,3
892,21,264,146,"(232L, 86L, 65L, 121L)",265.493752367,9,2,0.438357156467,4
893,22,266,151,"(235L, 91L, 63L, 120L)",265.966940569,9,2,0.447416031134,5
894,23,264,150,"(233L, 90L, 62L, 120L)",266.644400786,9,2,0.460385558172,6
895,24,267,142,"(235L, 82L, 65L, 121L)",269.355779101,9,2,0.512293099774,7
896,25,270,141,"(238L, 82L, 64L, 119L)",269.151317133,9,2,0.508378810852,8
897,26,269,133,"(237L, 73L, 64L, 121L)",270.622847543,9,2,0.536550285692,9
898,27,270,132,"(238L, 73L, 65L, 119L)",269.372216547,9,2,0.512607783802,10
899,28,270,129,"(235L, 71L, 70L, 116L)",269.422463175,9,2,0.5135697222,11
900,29,272,121,"(236L, 63L, 73L, 117L)",267.30172247,9,2,0.472969546343,12
901,30,274,117,"(240L, 57L, 68L, 120L)",268.788654717,9,2,0.501435879162,13
902,31,275,119,"(242L, 60L, 67L, 118L)",270.288222086,9,2,0.530144103002,14
903,32,274,117,"(240L, 59L, 69L, 117L)",270.147887324,9,2,0.527457486949,15
904,33,276,110,"(241L, 52L, 71L, 117L)",269.067395976,9,2,0.506772195894,16
905,34,279,106,"(245L, 46L, 69L, 120L)",271.54196933,9,2,0.554146263404,17
