,z,x_col,y_row,track_window,cyd1_mean_intensity,Sample_Number,Label,norm_mean_inten,offset_z
1264,66,164,272,"(132L, 204L, 65L, 136L)",1177.12476548,13,3,0.510241899766,13
1265,67,165,275,"(133L, 208L, 65L, 135L)",1116.3790538,13,3,0.473394167037,14
1266,68,164,278,"(132L, 210L, 65L, 136L)",1069.60011608,13,3,0.445018537766,15
1267,69,163,279,"(129L, 212L, 69L, 135L)",990.186676563,13,3,0.39684715063,16
1268,70,162,279,"(129L, 211L, 66L, 137L)",914.955455801,13,3,0.35121265498,17
1269,71,163,275,"(131L, 206L, 64L, 138L)",848.626837893,13,3,0.310978387946,18
1270,72,164,271,"(133L, 204L, 63L, 135L)",784.243125,13,3,0.271923880573,19
1271,73,162,273,"(129L, 204L, 67L, 139L)",708.633364226,13,3,0.22605976639,20
1272,74,162,276,"(126L, 207L, 72L, 138L)",635.446811971,13,3,0.181665545922,21
1273,75,159,279,"(121L, 214L, 77L, 131L)",587.0622311,13,3,0.152315949798,22
1274,76,156,277,"(115L, 216L, 83L, 123L)",544.422167639,13,3,0.126450919684,23
1275,77,155,278,"(110L, 217L, 91L, 122L)",509.620962919,13,3,0.105340861793,24
1276,78,154,280,"(108L, 220L, 92L, 120L)",481.57149168,13,3,0.088326336969,25
1277,79,153,283,"(108L, 227L, 91L, 112L)",468.441429613,13,3,0.0803617744615,26
1278,80,154,282,"(111L, 225L, 87L, 115L)",445.905789704,13,3,0.0666918838096,27
1279,81,153,294,"(115L, 232L, 77L, 125L)",441.440857183,13,3,0.063983501018,28
1280,82,153,298,"(115L, 236L, 76L, 125L)",431.486432448,13,3,0.057945247914,29
1281,83,147,304,"(107L, 242L, 81L, 124L)",421.626311313,13,3,0.0519641984176,30
1282,84,140,306,"(97L, 246L, 86L, 121L)",414.081164288,13,3,0.047387388742,31
1283,85,138,307,"(94L, 245L, 89L, 124L)",395.807855481,13,3,0.0363029849159,32
1284,86,135,305,"(89L, 244L, 93L, 123L)",396.78962805,13,3,0.0368985182006,33
1285,87,131,306,"(86L, 244L, 91L, 124L)",377.206030151,13,3,0.0250193062978,34
1286,88,127,307,"(82L, 245L, 90L, 124L)",377.91142972,13,3,0.0254471945236,35
1287,89,122,307,"(76L, 246L, 93L, 123L)",375.477081384,13,3,0.0239705435082,36
1288,90,118,313,"(71L, 252L, 94L, 123L)",371.397289682,13,3,0.0214957832316,37
1289,91,116,313,"(71L, 252L, 91L, 123L)",365.746406985,13,3,0.0180680150888,38
1290,92,116,318,"(71L, 257L, 91L, 123L)",360.789166224,13,3,0.0150610031112,39
1291,93,117,319,"(71L, 259L, 93L, 121L)",356.429805903,13,3,0.0124166593452,40
1292,94,116,322,"(69L, 261L, 95L, 122L)",350.271928691,13,3,0.0086813534713,41
1293,95,115,325,"(63L, 268L, 104L, 115L)",346.818056599,13,3,0.00658626968324,42
1294,96,115,328,"(61L, 272L, 108L, 112L)",346.591225454,13,3,0.00644867621057,43
1295,97,114,328,"(58L, 275L, 113L, 107L)",342.851766807,13,3,0.00418035851458,44
1296,98,115,327,"(60L, 275L, 111L, 105L)",340.532662677,13,3,0.00277361346545,45
1297,99,118,328,"(61L, 276L, 115L, 105L)",340.031474254,13,3,0.00246959765046,46
1298,100,118,330,"(60L, 278L, 117L, 105L)",340.780396558,13,3,0.00292388632588,47
1299,101,122,332,"(63L, 280L, 118L, 104L)",338.231469928,13,3,0.00137773327856,48
1300,102,123,330,"(64L, 276L, 118L, 108L)",337.696417503,13,3,0.0010531759036,49
1301,103,122,327,"(63L, 273L, 119L, 109L)",335.960193452,13,3,0.0,50
1302,104,123,327,"(66L, 271L, 115L, 112L)",337.578015075,13,3,0.000981354191382,51
1303,105,126,328,"(70L, 272L, 113L, 113L)",339.150413223,13,3,0.00193515496329,52
1304,106,127,329,"(73L, 271L, 108L, 116L)",339.138502742,13,3,0.00192793018621,53
1305,107,128,326,"(75L, 269L, 107L, 115L)",339.914833031,13,3,0.00239884426752,54
1306,108,130,324,"(78L, 267L, 105L, 114L)",339.058008884,13,3,0.00187910342832,55
1307,109,128,322,"(77L, 266L, 102L, 112L)",342.652399128,13,3,0.0040594241019,56
1308,110,126,321,"(75L, 266L, 102L, 111L)",343.97962578,13,3,0.0048645063306,57
1309,111,125,322,"(72L, 269L, 106L, 106L)",344.683433189,13,3,0.00529142876855,58
1310,112,124,323,"(71L, 271L, 106L, 104L)",346.320136228,13,3,0.00628423623532,59
1311,113,121,323,"(68L, 273L, 107L, 101L)",346.716085555,13,3,0.00652441508208,60
1312,114,121,323,"(68L, 273L, 106L, 100L)",348.593114705,13,3,0.00766300193104,61
1313,115,117,323,"(64L, 273L, 107L, 100L)",348.928477402,13,3,0.00786642954233,62
1314,116,115,323,"(62L, 274L, 106L, 99L)",350.476604679,13,3,0.00880550784996,63
1315,117,116,324,"(64L, 275L, 104L, 99L)",351.803386211,13,3,0.00961032007339,64
1316,118,113,320,"(63L, 273L, 101L, 95L)",355.41414791,13,3,0.0118005715059,65
1317,119,110,320,"(60L, 273L, 101L, 94L)",357.532055519,13,3,0.0130852727853,66
1318,120,109,317,"(60L, 271L, 99L, 92L)",358.588972862,13,3,0.013726388128,67
1319,121,106,315,"(57L, 271L, 98L, 88L)",362.34443631,13,3,0.0160044141747,68
1320,122,103,313,"(53L, 269L, 100L, 88L)",365.382545319,13,3,0.0178473002919,69
1321,123,99,310,"(51L, 268L, 97L, 84L)",375.367226891,13,3,0.0239039068863,70
1322,124,98,308,"(51L, 266L, 95L, 85L)",376.369644779,13,3,0.0245119634127,71
1323,125,98,308,"(51L, 267L, 94L, 82L)",379.707345693,13,3,0.0265365789421,72
1324,126,99,304,"(54L, 265L, 90L, 78L)",389.353294979,13,3,0.0323877139663,73
1325,127,97,300,"(54L, 262L, 86L, 77L)",391.207631579,13,3,0.0335125357443,74
1326,128,95,299,"(52L, 260L, 87L, 78L)",391.474973931,13,3,0.0336747029043,75
1327,129,93,301,"(49L, 262L, 88L, 78L)",390.54242582,13,3,0.0331090286763,76
1328,130,94,301,"(51L, 262L, 87L, 79L)",389.875033095,13,3,0.0327041950169,77
1329,131,92,303,"(46L, 264L, 92L, 78L)",389.225790139,13,3,0.0323103708233,78
1330,132,90,304,"(44L, 264L, 93L, 81L)",383.759643202,13,3,0.0289946615191,79
1331,133,88,301,"(42L, 261L, 93L, 80L)",385.13456909,13,3,0.029828677621,80
1332,134,84,299,"(37L, 257L, 95L, 85L)",381.56113488,13,3,0.0276610686644,81
1333,135,82,298,"(35L, 256L, 94L, 85L)",380.931119037,13,3,0.0272789074429,82
1334,136,80,294,"(35L, 251L, 91L, 87L)",381.214408602,13,3,0.0274507480205,83
1335,137,80,287,"(36L, 241L, 89L, 93L)",377.375882109,13,3,0.0251223367732,84
1336,138,82,281,"(39L, 235L, 87L, 93L)",376.047373637,13,3,0.0243164770058,85
1337,139,84,278,"(42L, 231L, 85L, 94L)",359.453383163,13,3,0.0142507306514,86
1338,140,86,273,"(45L, 227L, 83L, 93L)",366.488708037,13,3,0.0185182873798,87
1339,141,93,276,"(52L, 230L, 82L, 92L)",378.256416294,13,3,0.0256564598811,88
1340,142,96,275,"(56L, 229L, 81L, 92L)",375.118469945,13,3,0.0237530134456,89
1341,143,100,272,"(57L, 225L, 86L, 94L)",373.384422635,13,3,0.022701157931,90
1342,144,99,271,"(56L, 224L, 87L, 95L)",376.507869885,13,3,0.0245958093599,91
1343,145,102,270,"(61L, 224L, 83L, 93L)",378.010206396,13,3,0.0255071114537,92
1344,146,103,270,"(63L, 225L, 81L, 91L)",377.97613531,13,3,0.0254864442787,93
1345,147,109,270,"(72L, 225L, 74L, 90L)",379.457882826,13,3,0.0263852572964,94
1346,148,108,270,"(69L, 226L, 79L, 89L)",370.6264637,13,3,0.0210282080075,95
1347,149,106,270,"(64L, 226L, 84L, 89L)",372.206586169,13,3,0.0219866942742,96
1348,150,106,273,"(63L, 228L, 87L, 90L)",373.951699081,13,3,0.0230452620707,97
1349,151,104,277,"(59L, 233L, 91L, 89L)",378.122633201,13,3,0.0255753084137,98
1350,152,107,275,"(62L, 231L, 90L, 88L)",373.567971843,13,3,0.0228124970194,99
1351,153,113,275,"(72L, 233L, 82L, 85L)",381.472037915,13,3,0.027607023349,100
1352,154,112,276,"(73L, 235L, 78L, 83L)",386.328140455,13,3,0.0305526859079,101
1353,155,114,279,"(78L, 237L, 73L, 85L)",384.572593372,13,3,0.029487788849,102
1354,156,116,280,"(82L, 239L, 68L, 82L)",396.672537149,13,3,0.0368274920477,103
1355,157,114,281,"(81L, 242L, 67L, 78L)",402.659252669,13,3,0.0404589729752,104
1356,158,115,285,"(82L, 249L, 67L, 73L)",409.508631714,13,3,0.0446137368492,105
1357,159,115,290,"(82L, 256L, 66L, 69L)",416.626321173,13,3,0.0489312551,106
1358,160,114,293,"(82L, 261L, 64L, 65L)",417.719867306,13,3,0.0495945890952,107
1359,161,115,295,"(84L, 263L, 62L, 64L)",417.879541109,13,3,0.0496914456052,108
1360,162,114,293,"(85L, 263L, 59L, 61L)",422.81025217,13,3,0.0526823649364,109
1361,163,112,292,"(84L, 262L, 57L, 61L)",421.546526316,13,3,0.0519158016475,110
1362,164,111,292,"(84L, 262L, 55L, 61L)",420.54767184,13,3,0.0513099066514,111
1363,165,112,291,"(86L, 262L, 53L, 59L)",418.309966619,13,3,0.049952537355,112
1364,166,112,292,"(87L, 266L, 50L, 53L)",413.690604752,13,3,0.0471504792878,113
1365,167,113,293,"(92L, 270L, 43L, 46L)",415.949105915,13,3,0.0485204631915,114
1366,0,255,297,"(208, 261, 95, 72)",693.523396147,13,4,0.660722441487,-49
1367,1,258,298,"(213L, 260L, 91L, 77L)",738.046461897,13,4,0.738477706878,-48
1368,2,261,301,"(211L, 262L, 100L, 78L)",771.826177024,13,4,0.797470740494,-47
1369,3,261,301,"(211L, 262L, 100L, 78L)",791.448022599,13,4,0.831738412416,-46
1370,4,267,313,"(221L, 266L, 93L, 94L)",833.380597015,13,4,0.904969633071,-45
1371,5,265,312,"(218L, 269L, 95L, 86L)",837.290727817,13,4,0.911798301606,-44
1372,6,265,307,"(218L, 270L, 95L, 75L)",852.423076923,13,4,0.938225498407,-43
1373,7,264,311,"(215L, 274L, 98L, 74L)",861.71380538,13,4,0.954450864847,-42
1374,8,265,314,"(215L, 275L, 100L, 78L)",866.175313404,13,4,0.962242460835,-41
1375,9,267,310,"(216L, 274L, 102L, 73L)",876.106080697,13,4,0.979585593734,-40
1376,10,267,315,"(215L, 276L, 105L, 79L)",877.638701441,13,4,0.982262168913,-39
1377,11,270,319,"(217L, 280L, 106L, 78L)",875.556993887,13,4,0.978626666268,-38
1378,12,269,322,"(217L, 281L, 105L, 82L)",887.795474951,13,4,1.0,-37
1379,13,267,320,"(216L, 279L, 102L, 83L)",873.702237216,13,4,0.975387511579,-36
1380,14,265,316,"(213L, 277L, 104L, 79L)",886.423063624,13,4,0.997603215207,-35
1381,15,263,317,"(212L, 274L, 103L, 86L)",883.482603427,13,4,0.99246798341,-34
1382,16,262,315,"(209L, 272L, 106L, 86L)",857.912075029,13,4,0.947811507306,-33
1383,17,264,314,"(208L, 273L, 112L, 83L)",844.474019608,13,4,0.924343231974,-32
1384,18,262,313,"(207L, 275L, 110L, 77L)",808.520692974,13,4,0.861554194271,-31
1385,19,263,313,"(208L, 269L, 110L, 88L)",791.316422104,13,4,0.83150858477,-30
1386,20,263,312,"(208L, 271L, 110L, 82L)",781.212879861,13,4,0.813863716987,-29
1387,21,265,310,"(211L, 271L, 109L, 79L)",767.125455987,13,4,0.789261381915,-28
1388,22,262,315,"(210L, 270L, 105L, 91L)",746.420969773,13,4,0.753102981922,-27
1389,23,262,315,"(209L, 269L, 106L, 92L)",740.861436254,13,4,0.743393789688,-26
1390,24,263,305,"(209L, 264L, 108L, 83L)",717.376676021,13,4,0.702379907697,-25
1391,25,262,303,"(210L, 263L, 104L, 81L)",704.073092882,13,4,0.679146475314,-24
1392,26,259,304,"(206L, 262L, 107L, 85L)",689.117242457,13,4,0.653027516538,-23
1393,27,258,308,"(203L, 264L, 110L, 88L)",671.067382962,13,4,0.621505167579,-22
1394,28,258,312,"(204L, 265L, 108L, 95L)",668.068330733,13,4,0.616267610415,-21
1395,29,258,308,"(205L, 261L, 107L, 94L)",665.753216191,13,4,0.612224484843,-20
1396,30,260,304,"(207L, 259L, 106L, 91L)",664.07751331,13,4,0.609298030432,-19
1397,31,260,298,"(207L, 255L, 107L, 86L)",666.792219966,13,4,0.614039005315,-18
1398,32,261,291,"(209L, 247L, 105L, 88L)",659.066433034,13,4,0.600546659199,-17
1399,33,267,287,"(214L, 244L, 107L, 87L)",658.478770355,13,4,0.599520362676,-16
1400,34,269,287,"(219L, 244L, 101L, 86L)",666.404776969,13,4,0.61336237327,-15
1401,35,272,287,"(221L, 245L, 102L, 84L)",672.374862183,13,4,0.623788554675,-14
1402,36,276,292,"(223L, 249L, 106L, 87L)",681.022820919,13,4,0.638891385427,-13
1403,37,279,292,"(227L, 250L, 105L, 84L)",680.535431825,13,4,0.638040207106,-12
1404,38,282,295,"(229L, 251L, 107L, 88L)",679.385553326,13,4,0.63603205456,-11
1405,39,283,297,"(231L, 252L, 105L, 90L)",687.455256571,13,4,0.65012501754,-10
1406,40,283,295,"(230L, 251L, 106L, 89L)",701.758631663,13,4,0.675104490708,-9
1407,41,283,294,"(230L, 248L, 106L, 92L)",707.830431373,13,4,0.685708306727,-8
1408,42,282,295,"(230L, 250L, 104L, 90L)",717.633834346,13,4,0.702829010055,-7
1409,43,283,296,"(232L, 251L, 103L, 90L)",726.539804241,13,4,0.718382432558,-6
1410,44,283,295,"(234L, 250L, 99L, 90L)",726.843307593,13,4,0.718912472062,-5
1411,45,283,296,"(233L, 249L, 101L, 94L)",738.08276626,13,4,0.738541108967,-4
1412,46,284,298,"(234L, 251L, 101L, 94L)",750.409441233,13,4,0.760068464905,-3
1413,47,286,297,"(236L, 249L, 101L, 96L)",763.907724628,13,4,0.783641922618,-2
1414,48,286,299,"(235L, 253L, 103L, 93L)",776.016079259,13,4,0.804788003013,-1
1415,49,285,298,"(234L, 251L, 102L, 95L)",777.051141846,13,4,0.806595640577,0
1416,50,284,299,"(234L, 252L, 100L, 95L)",790.190861102,13,4,0.8295429004,1
1417,51,284,301,"(234L, 253L, 100L, 97L)",800.692512479,13,4,0.847883027615,2
1418,52,283,305,"(233L, 257L, 101L, 97L)",797.95853217,13,4,0.843108393144,3
1419,53,283,307,"(232L, 259L, 103L, 96L)",795.015334948,13,4,0.837968381393,4
1420,54,285,306,"(234L, 258L, 103L, 96L)",794.411449016,13,4,0.836913752515,5
1421,55,287,307,"(236L, 258L, 102L, 98L)",785.743920116,13,4,0.821776744348,6
1422,56,287,308,"(236L, 260L, 103L, 97L)",775.372022382,13,4,0.80366321943,7
1423,57,287,308,"(237L, 260L, 100L, 97L)",781.565082476,13,4,0.814478805083,8
1424,58,285,309,"(234L, 261L, 102L, 97L)",771.720364742,13,4,0.797285949487,9
1425,59,283,310,"(231L, 262L, 104L, 96L)",757.136015026,13,4,0.77181578108,10
1426,60,284,313,"(232L, 264L, 104L, 98L)",742.316412333,13,4,0.745934765903,11
1427,61,283,317,"(232L, 267L, 103L, 100L)",733.477108062,13,4,0.730497768522,12
1428,62,284,319,"(233L, 270L, 102L, 99L)",718.954211332,13,4,0.705134921861,13
1429,63,284,321,"(233L, 271L, 102L, 101L)",698.844658731,13,4,0.67001551638,14
1430,64,285,322,"(235L, 268L, 100L, 108L)",690.855251142,13,4,0.656062782061,15
1431,65,287,318,"(237L, 267L, 101L, 102L)",674.231396064,13,4,0.62703081309,16
1432,66,289,319,"(240L, 268L, 99L, 103L)",648.72150139,13,4,0.582480227972,17
1433,67,290,319,"(241L, 267L, 98L, 104L)",629.599752552,13,4,0.54908592705,18
1434,68,291,317,"(242L, 265L, 98L, 105L)",615.021416289,13,4,0.523626260561,19
1435,69,290,317,"(241L, 266L, 99L, 103L)",594.197174352,13,4,0.487258718679,20
1436,70,289,314,"(241L, 264L, 96L, 101L)",574.632174616,13,4,0.453090322564,21
1437,71,289,314,"(241L, 263L, 96L, 103L)",550.700635904,13,4,0.411296184798,22
1438,72,289,311,"(240L, 259L, 98L, 105L)",526.42841305,13,4,0.368907074844,23
1439,73,288,309,"(239L, 257L, 98L, 105L)",495.537094763,13,4,0.314958349364,24
1440,74,286,312,"(238L, 259L, 97L, 106L)",470.709842948,13,4,0.271599934546,25
1441,75,285,314,"(236L, 261L, 99L, 107L)",454.767718972,13,4,0.243758543579,26
1442,76,283,315,"(235L, 262L, 97L, 107L)",433.994932432,13,4,0.207480863614,27
1443,77,281,315,"(233L, 262L, 96L, 107L)",420.840852905,13,4,0.184508524954,28
1444,78,280,315,"(233L, 262L, 95L, 107L)",410.265663391,13,4,0.166039970433,29
1445,79,276,315,"(228L, 263L, 96L, 104L)",401.800431832,13,4,0.151256255176,30
1446,80,274,311,"(227L, 259L, 94L, 105L)",391.594497979,13,4,0.133432570264,31
1447,81,269,309,"(222L, 258L, 95L, 103L)",388.258425245,13,4,0.127606439101,32
1448,82,268,309,"(221L, 259L, 94L, 100L)",383.955094991,13,4,0.120091085423,33
1449,83,266,314,"(218L, 266L, 96L, 97L)",378.788038278,13,4,0.111067316298,34
1450,84,264,314,"(216L, 265L, 97L, 98L)",367.579677371,13,4,0.0914929886501,35
1451,85,264,316,"(215L, 268L, 98L, 97L)",357.477914663,13,4,0.0738512286551,36
1452,86,265,318,"(216L, 271L, 98L, 95L)",361.906628329,13,4,0.0815855524403,37
1453,87,264,318,"(214L, 270L, 101L, 96L)",339.145848804,13,4,0.0418360333401,38
1454,88,265,320,"(216L, 272L, 98L, 96L)",350.795970918,13,4,0.0621818545789,39
1455,89,265,320,"(216L, 272L, 98L, 96L)",363.666666667,13,4,0.0846592906412,40
1456,90,267,320,"(220L, 270L, 94L, 100L)",352.701579512,13,4,0.0655098172763,41
1457,91,266,317,"(220L, 268L, 93L, 98L)",350.742093951,13,4,0.0620877636229,42
1458,92,269,319,"(223L, 270L, 92L, 98L)",349.699953409,13,4,0.0602677650874,43
1459,93,268,318,"(223L, 268L, 90L, 100L)",346.857275542,13,4,0.055303300753,44
1460,94,268,317,"(223L, 268L, 91L, 99L)",344.707919255,13,4,0.0515496560812,45
1461,95,270,320,"(226L, 271L, 88L, 99L)",342.244430597,13,4,0.0472474093433,46
1462,96,272,322,"(228L, 272L, 88L, 100L)",344.339560953,13,4,0.0509063536259,47
1463,97,269,321,"(226L, 272L, 87L, 99L)",337.538607896,13,4,0.0390291411984,48
1464,98,270,321,"(226L, 272L, 88L, 98L)",333.29998422,13,4,0.0316267913537,49
1465,99,267,322,"(224L, 273L, 86L, 98L)",336.667690815,13,4,0.0375081680213,50
1466,100,265,323,"(221L, 275L, 89L, 96L)",332.8125,13,4,0.0307754469048,51
1467,101,267,325,"(224L, 277L, 87L, 96L)",331.407326237,13,4,0.0283214456575,52
1468,102,268,323,"(224L, 275L, 88L, 97L)",328.666302822,13,4,0.0235345110781,53
1469,103,273,320,"(230L, 271L, 87L, 98L)",331.033254902,13,4,0.0276681659379,54
1470,104,274,319,"(231L, 269L, 86L, 100L)",331.461746461,13,4,0.0284164853613,55
1471,105,275,320,"(231L, 271L, 89L, 99L)",329.290282521,13,4,0.0246242317935,56
1472,106,273,320,"(229L, 271L, 89L, 98L)",331.150055284,13,4,0.0278721466053,57
1473,107,276,320,"(234L, 272L, 84L, 97L)",332.79211708,13,4,0.0307398500888,58
1474,108,280,315,"(237L, 266L, 86L, 99L)",330.03936255,13,4,0.0259324282409,59
1475,109,280,314,"(237L, 265L, 87L, 99L)",330.611137705,13,4,0.0269309787275,60
1476,110,281,314,"(238L, 265L, 87L, 99L)",330.809954751,13,4,0.0272781936349,61
1477,111,283,311,"(239L, 261L, 88L, 100L)",328.948670089,13,4,0.0240276384348,62
1478,112,287,312,"(243L, 263L, 88L, 99L)",328.389582034,13,4,0.0230512447531,63
1479,113,287,315,"(244L, 265L, 86L, 100L)",328.128261553,13,4,0.0225948735893,64
1480,114,286,313,"(243L, 262L, 87L, 102L)",326.84974335,13,4,0.020362064135,65
1481,115,283,311,"(239L, 261L, 88L, 101L)",323.329019488,13,4,0.0142134574826,66
1482,116,280,311,"(236L, 261L, 88L, 100L)",322.003809234,13,4,0.0118991048358,67
1483,117,278,311,"(235L, 260L, 87L, 103L)",319.240456274,13,4,0.00707317384621,68
1484,118,276,311,"(233L, 259L, 87L, 104L)",318.359367807,13,4,0.00553443731965,69
1485,119,277,312,"(236L, 260L, 83L, 104L)",317.31977104,13,4,0.00371888124312,70
1486,120,280,316,"(238L, 264L, 85L, 105L)",315.975371747,13,4,0.00137101678211,71
1487,121,284,320,"(243L, 268L, 83L, 105L)",316.24882482,13,4,0.00184857635428,72
1488,122,288,320,"(247L, 268L, 82L, 105L)",316.066783831,13,4,0.00153065922221,73
1489,123,290,320,"(249L, 269L, 82L, 103L)",318.864492872,13,4,0.00641658981362,74
1490,124,289,319,"(250L, 268L, 78L, 103L)",320.219482965,13,4,0.00878295009223,75
1491,125,288,321,"(248L, 271L, 80L, 100L)",320.654197401,13,4,0.00954213717276,76
1492,126,290,326,"(251L, 276L, 79L, 101L)",321.275702597,13,4,0.010627536407,77
1493,127,289,334,"(249L, 285L, 81L, 99L)",322.628469751,13,4,0.0129900145358,78
1494,128,289,339,"(249L, 289L, 80L, 101L)",323.126591357,13,4,0.0138599361609,79
1495,129,296,344,"(260L, 295L, 73L, 99L)",325.132205995,13,4,0.0173625498246,80
1496,130,301,344,"(264L, 294L, 74L, 100L)",325.473461538,13,4,0.0179585199105,81
1497,131,306,346,"(272L, 296L, 69L, 101L)",330.383794872,13,4,0.0265339462665,82
1498,132,309,347,"(274L, 296L, 70L, 102L)",332.041530278,13,4,0.0294290222075,83
1499,133,311,347,"(276L, 296L, 71L, 102L)",330.919623171,13,4,0.027469719015,84
1500,134,311,349,"(275L, 298L, 73L, 102L)",333.386084584,13,4,0.0317771573844,85
1501,135,310,352,"(274L, 300L, 73L, 104L)",331.264461211,13,4,0.0280719455884,86
1502,136,311,354,"(275L, 304L, 72L, 101L)",334.210152284,13,4,0.0332163126101,87
1503,137,311,357,"(276L, 307L, 70L, 100L)",333.646097262,13,4,0.0322312445962,88
1504,138,314,359,"(280L, 310L, 68L, 99L)",337.049842271,13,4,0.0381755588985,89
1505,139,315,361,"(283L, 313L, 65L, 97L)",315.713438735,13,4,0.000913575891152,90
1506,140,316,360,"(285L, 311L, 63L, 98L)",327.289167829,13,4,0.0211294768539,91
1507,141,315,368,"(286L, 321L, 59L, 95L)",334.006845842,13,4,0.0328612574017,92
1508,142,315,366,"(285L, 317L, 60L, 98L)",334.452981095,13,4,0.0336403898461,93
1509,143,313,364,"(282L, 315L, 62L, 98L)",335.178884278,13,4,0.0349081101544,94
1510,144,311,365,"(279L, 316L, 64L, 99L)",334.836995516,13,4,0.0343110342111,95
1511,145,309,364,"(277L, 315L, 65L, 99L)",334.602280202,13,4,0.0339011264201,96
1512,146,306,360,"(273L, 310L, 66L, 100L)",332.178079242,13,4,0.0296674918803,97
1513,147,304,360,"(271L, 312L, 67L, 97L)",332.658416945,13,4,0.0305063556236,98
1514,148,303,360,"(269L, 312L, 68L, 96L)",323.862709966,13,4,0.0151454967313,99
1515,149,301,357,"(267L, 310L, 69L, 95L)",326.003405995,13,4,0.0188840170911,100
1516,150,300,356,"(264L, 310L, 72L, 92L)",324.938486537,13,4,0.0170242373641,101
1517,151,298,354,"(262L, 309L, 73L, 90L)",327.823102948,13,4,0.0220619433454,102
1518,152,296,354,"(258L, 310L, 76L, 88L)",324.091124822,13,4,0.0155444013759,103
1519,153,294,353,"(255L, 309L, 79L, 88L)",325.097169601,13,4,0.0173013621213,104
1520,154,298,350,"(255L, 308L, 86L, 84L)",320.203026482,13,4,0.00875421042162,105
1521,155,296,351,"(252L, 310L, 88L, 82L)",315.190320471,13,4,0.0,106
1522,156,295,351,"(252L, 310L, 86L, 83L)",317.803892532,13,4,0.0045643530117,107
1523,157,291,353,"(248L, 313L, 87L, 81L)",320.773131673,13,4,0.0097498444749,108
1524,158,291,356,"(249L, 314L, 85L, 84L)",321.382372729,13,4,0.0108138255654,109
1525,159,291,357,"(250L, 316L, 82L, 83L)",323.24959217,13,4,0.014074745286,110
1526,160,291,357,"(251L, 313L, 81L, 88L)",321.747389923,13,4,0.0114512930955,111
1527,161,291,358,"(252L, 314L, 79L, 89L)",321.136860906,13,4,0.0103850627069,112
1528,162,296,357,"(259L, 313L, 74L, 89L)",325.279454023,13,4,0.0176197043865,113
1529,163,298,356,"(261L, 311L, 74L, 90L)",325.100639356,13,4,0.0173074217154,114
1530,164,300,353,"(262L, 309L, 76L, 88L)",324.685272045,13,4,0.0165820225331,115
1531,165,303,348,"(265L, 303L, 77L, 90L)",324.742604239,13,4,0.0166821477135,116
1532,166,301,348,"(263L, 303L, 77L, 90L)",322.447542857,13,4,0.0126740430635,117
1533,167,301,348,"(263L, 304L, 76L, 89L)",325.73208938,13,4,0.0184101886386,118
1534,168,299,347,"(261L, 303L, 76L, 89L)",323.833176692,13,4,0.0150939196988,119
1535,169,297,346,"(261L, 301L, 73L, 91L)",325.740811003,13,4,0.0184254201165,120
1536,170,297,346,"(262L, 302L, 70L, 89L)",326.530948757,13,4,0.019805319944,121
1537,171,292,347,"(255L, 303L, 74L, 88L)",326.330341984,13,4,0.0194549794495,122
1538,172,288,348,"(251L, 305L, 75L, 87L)",326.690664747,13,4,0.0200842486065,123
1539,173,288,349,"(251L, 306L, 75L, 87L)",326.479960899,13,4,0.0197162745394,124
1540,174,288,351,"(250L, 308L, 76L, 86L)",326.883449304,13,4,0.0204209283514,125
1541,175,286,353,"(247L, 311L, 78L, 84L)",329.511872705,13,4,0.0250112178035,126
1542,176,285,354,"(245L, 312L, 80L, 84L)",329.736208143,13,4,0.0254029981357,127
1543,177,283,354,"(243L, 314L, 81L, 81L)",329.136844696,13,4,0.0243562673441,128
1544,178,282,353,"(242L, 315L, 80L, 77L)",333.504327301,13,4,0.0319836569531,129
1545,179,281,355,"(242L, 319L, 79L, 72L)",336.667957941,13,4,0.0375086345319,130
1546,180,278,352,"(239L, 318L, 78L, 69L)",342.318115731,13,4,0.0473760933659,131
1547,181,278,356,"(240L, 322L, 77L, 68L)",344.367823344,13,4,0.0509557111819,132
1548,182,280,358,"(244L, 324L, 72L, 69L)",341.867599219,13,4,0.0465893094738,133
1549,183,277,358,"(242L, 323L, 71L, 70L)",344.551836204,13,4,0.0512770719989,134
1550,184,278,355,"(245L, 319L, 67L, 73L)",344.609430894,13,4,0.0513776556031,135
1551,185,276,353,"(242L, 318L, 69L, 71L)",348.024974688,13,4,0.0573425753506,136
1552,186,278,352,"(243L, 319L, 71L, 67L)",348.702171665,13,4,0.0585252349405,137
1553,187,281,350,"(246L, 316L, 70L, 68L)",350.669562196,13,4,0.0619610938663,138
1554,188,282,353,"(247L, 319L, 71L, 68L)",349.84824501,13,4,0.0605267421508,139
1555,189,283,351,"(248L, 315L, 70L, 72L)",348.352517986,13,4,0.0579145983149,140
1556,190,284,350,"(249L, 313L, 70L, 74L)",346.74854745,13,4,0.0551134175656,141
1557,191,284,348,"(250L, 313L, 68L, 71L)",346.476876676,13,4,0.0546389706064,142
1558,192,284,348,"(248L, 313L, 72L, 71L)",339.365159659,13,4,0.042219038719,143
1559,193,284,343,"(249L, 307L, 70L, 72L)",338.049983449,13,4,0.0399222095705,144
1560,194,282,341,"(248L, 305L, 68L, 72L)",337.997966791,13,4,0.0398313674643,145
1561,195,278,337,"(247L, 303L, 63L, 69L)",346.290856731,13,4,0.0543141046099,146
